Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,JPYExposure,AUDExposure,FilterFeature,FilterPercentile,FilterThreshold,RejectReason
8_AJ_Core1,AJ,Long,2016-05-02 08:01:00,2016-05-02 22:46:00,13.4,TimeExit,8,1,70,110,0.01,1.5,0.015,12907.999999999987,12907.999999999987,0.0,85.3,55.6,55.6,25.571,2016-05-02,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2016-05-02 09:59:00,2016-05-03 05:26:00,37.3,TimeExit,9,59,90,180,0.0001,1.5,0.00015,13181.599999999986,13181.599999999986,0.0,80.5,47.2,47.2,34.064,2016-05-02,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2016-05-02 10:01:00,2016-05-02 16:00:00,13.2,TimeExit,10,1,50,125,0.0001,1.5,0.00015,12894.599999999988,12894.599999999988,0.0,80.5,47.2,47.2,34.236,2016-05-02,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2016-05-02 13:55:00,2016-05-03 04:55:00,47.2,TimeExit,13,55,70,250,0.01,1.0,0.01,13144.299999999988,13144.299999999988,0.0,91.3,60.1,60.1,31.229,2016-05-02,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
6_GJ_Old_Mon,GJ,Long,2016-05-02 15:45:00,2016-05-02 22:50:00,63.3,TimeExit,15,45,50,210,0.01,2.0,0.02,12971.299999999988,12971.299999999988,0.0,172.0,91.1,91.1,37.271,2016-05-02,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2016-05-02 18:02:00,2016-05-02 23:02:00,93.4,TimeExit,18,2,130,250,0.01,2.0,0.02,13064.699999999986,13064.699999999986,0.0,172.0,114.6,114.6,36.864,2016-05-02,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2016-05-02 20:56:00,2016-05-03 04:45:00,32.4,TimeExit,20,56,45,70,0.01,1.0,0.01,13097.099999999986,13097.099999999986,0.0,91.3,78.9,78.9,25.321,2016-05-02,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2016-05-02 21:56:00,2016-05-03 05:27:00,27.2,TimeExit,21,56,75,70,0.01,1.0,0.01,13208.799999999988,13208.799999999988,0.0,91.3,78.9,78.9,24.807,2016-05-02,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2016-05-03 00:00:00,2016-05-03 08:55:00,-26.8,TimeExit,0,0,130,90,0.01,2.0,0.02,13181.999999999987,13208.799999999988,26.799999999999272,174.4,174.4,,31.343,2016-05-03,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2016-05-04 00:00:00,2016-05-04 06:38:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,13264.799999999988,13264.799999999988,0.0,198.3,198.3,,41.207,2016-05-04,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
17_EA_1B_Wed_Short,EA,Short,2016-05-04 09:59:00,2016-05-04 20:58:00,-41.2,TimeExit,9,59,70,175,0.0001,1.5,0.00015,13223.599999999988,13264.799999999988,41.20000000000073,448.9,453.6,73.8,31.871,2016-05-04,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2016-05-04 09:59:00,2016-05-05 05:26:00,-83.9,TimeExit,9,59,90,180,0.0001,1.5,0.00015,13165.299999999988,13264.799999999988,99.5,448.9,453.6,73.8,31.871,2016-05-04,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2016-05-04 13:55:00,2016-05-04 21:29:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,13153.599999999988,13264.799999999988,111.20000000000071,66.5,139.6,123.6,30.143,2016-05-04,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2016-05-04 20:56:00,2016-05-05 10:00:00,22.4,TimeExit,20,56,90,999,0.0001,1.5,0.00015,13187.699999999988,13264.799999999988,77.10000000000036,448.9,101.2,90.9,29.821,2016-05-04,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2016-05-04 20:56:00,2016-05-05 04:45:00,25.6,TimeExit,20,56,45,70,0.01,1.0,0.01,13249.199999999988,13264.799999999988,15.600000000000364,66.5,124.2,123.6,30.107,2016-05-04,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2016-05-04 21:56:00,2016-05-05 01:15:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,13223.599999999988,13264.799999999988,41.20000000000073,66.5,124.2,123.6,24.414,2016-05-04,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2016-05-05 09:55:00,2016-05-05 23:55:00,-21.7,TimeExit,9,55,90,999,0.01,2.0,0.02,13165.999999999987,13264.799999999988,98.80000000000108,176.4,154.0,66.6,31.371,2016-05-05,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2016-05-09 08:01:00,2016-05-09 22:46:00,28.9,TimeExit,8,1,70,110,0.01,1.5,0.015,12982.499999999987,13264.799999999988,282.3000000000011,58.1,45.2,45.2,23.75,2016-05-09,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2016-05-09 09:59:00,2016-05-09 20:58:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,12953.599999999988,13264.799999999988,311.2000000000007,70.6,63.4,63.4,35.343,2016-05-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2016-05-09 10:00:00,2016-05-09 16:10:00,-7.9,TimeExit,10,0,75,70,0.0001,2.0,0.0002,13043.599999999988,13264.799999999988,221.2000000000008,104.1,69.7,69.7,45.386,2016-05-09,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2016-05-09 10:00:00,2016-05-09 15:50:00,5.9,TimeExit,10,0,45,80,0.01,1.5,0.015,13150.399999999989,13264.799999999988,114.40000000000146,58.1,54.3,54.3,25.071,2016-05-09,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2016-05-09 10:00:00,2016-05-09 15:50:00,-42.4,TimeExit,10,0,60,60,0.0001,1.5,0.00015,13107.999999999987,13264.799999999988,156.8000000000011,70.6,63.4,63.4,34.814,2016-05-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2016-05-09 10:00:00,2016-05-09 15:50:00,-6.5,TimeExit,10,0,40,40,0.0001,1.5,0.00015,13101.499999999987,13264.799999999988,163.3000000000011,21.5,29.8,29.8,16.657,2016-05-09,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2016-05-09 10:01:00,2016-05-09 15:35:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,13144.499999999987,13264.799999999988,120.30000000000108,70.6,63.4,63.4,34.814,2016-05-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2016-05-09 18:02:00,2016-05-09 23:02:00,75.4,TimeExit,18,2,130,250,0.01,2.0,0.02,13057.899999999989,13264.799999999988,206.90000000000143,84.4,138.1,138.1,38.364,2016-05-09,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2016-05-09 20:56:00,2016-05-10 04:45:00,10.0,TimeExit,20,56,45,70,0.01,1.0,0.01,13067.899999999989,13264.799999999988,196.90000000000143,55.6,138.5,138.5,24.729,2016-05-09,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2016-05-09 21:02:00,2016-05-10 10:00:00,44.6,TimeExit,21,2,220,100,0.0001,2.0,0.0002,13211.899999999989,13264.799999999988,52.89999999999964,104.1,163.9,163.9,36.107,2016-05-09,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2016-05-09 21:56:00,2016-05-10 05:27:00,-9.4,TimeExit,21,56,75,70,0.01,1.0,0.01,13141.699999999988,13264.799999999988,123.10000000000036,55.6,150.2,150.2,25.579,2016-05-09,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2016-05-10 00:00:00,2016-05-10 08:55:00,8.7,TimeExit,0,0,130,90,0.01,2.0,0.02,13150.399999999989,13264.799999999988,114.39999999999964,213.1,213.1,,45.25,2016-05-10,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
16_UJ_T10A,UJ,Long,2016-05-10 02:58:00,2016-05-10 09:50:00,16.9,TimeExit,2,58,45,110,0.01,0.5,0.005,13167.299999999988,13264.799999999988,97.5,153.3,153.3,20.3,23.157,2016-05-10,JPY_Sell,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2016-05-11 00:00:00,2016-05-11 08:55:00,4.3,TimeExit,0,0,130,90,0.01,2.0,0.02,13568.699999999988,13568.699999999988,0.0,197.2,197.2,,44.15,2016-05-11,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
17_EA_1B_Wed_Short,EA,Short,2016-05-11 09:59:00,2016-05-11 10:50:00,-70.0,SL,9,59,70,175,0.0001,1.5,0.00015,13393.699999999988,13568.699999999988,175.0,139.5,189.8,106.9,31.171,2016-05-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2016-05-11 09:59:00,2016-05-11 11:15:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,13303.699999999988,13568.699999999988,265.0,139.5,189.8,106.9,31.171,2016-05-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2016-05-11 10:00:00,2016-05-11 15:50:00,-19.7,TimeExit,10,0,40,40,0.0001,1.5,0.00015,13208.999999999987,13568.699999999988,359.7000000000007,74.0,85.8,49.3,16.571,2016-05-11,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2016-05-11 10:00:00,2016-05-11 10:44:00,-60.0,SL,10,0,60,60,0.0001,1.5,0.00015,13463.699999999988,13568.699999999988,105.0,139.5,189.8,106.9,32.979,2016-05-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2016-05-11 10:00:00,2016-05-11 11:15:00,-75.0,SL,10,0,75,70,0.0001,2.0,0.0002,13228.699999999988,13568.699999999988,340.0,147.2,173.9,111.7,38.157,2016-05-11,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2016-05-11 20:56:00,2016-05-12 10:00:00,18.3,TimeExit,20,56,90,999,0.0001,1.5,0.00015,13206.599999999986,13568.699999999988,362.1000000000022,139.5,126.2,125.8,35.336,2016-05-11,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2016-05-12 10:00:00,2016-05-12 10:36:00,-60.0,SL,10,0,60,60,0.0001,1.5,0.00015,13146.599999999986,13568.699999999988,422.1000000000022,138.2,131.1,76.6,27.55,2016-05-12,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2016-05-12 10:00:00,2016-05-12 15:50:00,-1.8,TimeExit,10,0,45,80,0.01,1.5,0.015,13104.799999999988,13568.699999999988,463.9000000000015,93.6,94.9,69.1,20.086,2016-05-12,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2016-05-12 17:14:00,2016-05-12 18:47:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,13074.799999999988,13568.699999999988,493.9000000000015,93.6,89.2,89.2,20.436,2016-05-12,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2016-05-12 20:56:00,2016-05-13 10:00:00,20.1,TimeExit,20,56,90,999,0.0001,1.5,0.00015,13094.899999999989,13568.699999999988,473.8000000000011,138.2,141.4,141.4,33.2,2016-05-12,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2016-05-13 09:55:00,2016-05-13 23:55:00,66.4,TimeExit,9,55,90,999,0.01,2.0,0.02,13070.199999999988,13568.699999999988,498.5,223.7,204.9,70.5,36.829,2016-05-13,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2016-05-13 10:00:00,2016-05-13 15:50:00,-12.8,TimeExit,10,0,60,60,0.0001,1.5,0.00015,13012.299999999988,13568.699999999988,556.3999999999996,141.4,127.1,60.3,28.229,2016-05-13,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2016-05-13 10:00:00,2016-05-13 15:20:00,-45.0,SL,10,0,45,80,0.01,1.5,0.015,13048.399999999989,13568.699999999988,520.3000000000011,92.5,92.5,52.5,21.15,2016-05-13,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
10_AJ_SatA,AJ,Short,2016-05-13 10:58:00,2016-05-13 13:51:00,-1.5,TimeExit,10,58,50,25,0.01,1.5,0.015,13093.399999999989,13568.699999999988,475.3000000000011,92.5,107.6,72.7,21.15,2016-05-13,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
11_AJ_SatB,AJ,Short,2016-05-13 18:57:00,2016-05-14 01:43:00,-3.3,TimeExit,18,57,55,95,0.01,1.5,0.015,13066.899999999989,13568.699999999988,501.7999999999993,92.5,132.0,97.1,20.543,2016-05-13,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2016-05-13 19:42:00,2016-05-13 22:45:00,20.2,TimeExit,19,42,90,200,0.0001,2.0,0.0002,13003.799999999988,13568.699999999988,564.8999999999996,213.2,126.3,100.5,35.814,2016-05-13,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2016-05-13 22:44:00,2016-05-14 03:08:00,-10.3,TimeExit,22,44,90,200,0.0001,2.0,0.0002,13056.59999999999,13568.699999999988,512.0999999999985,213.2,100.5,100.5,40.221,2016-05-13,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2016-05-16 08:01:00,2016-05-16 22:46:00,61.2,TimeExit,8,1,70,110,0.01,1.5,0.015,13140.79999999999,13568.699999999988,427.8999999999978,66.9,28.0,28.0,22.264,2016-05-16,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2016-05-16 09:59:00,2016-05-17 05:26:00,12.0,TimeExit,9,59,90,180,0.0001,1.5,0.00015,13251.599999999991,13568.699999999988,317.0999999999967,53.6,78.5,78.5,33.986,2016-05-16,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2016-05-16 10:01:00,2016-05-16 16:00:00,23.0,TimeExit,10,1,50,125,0.0001,1.5,0.00015,13079.59999999999,13568.699999999988,489.09999999999854,53.6,78.5,78.5,35.679,2016-05-16,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
6_GJ_Old_Mon,GJ,Long,2016-05-16 15:45:00,2016-05-16 22:50:00,13.2,TimeExit,15,45,50,210,0.01,2.0,0.02,13153.99999999999,13568.699999999988,414.6999999999971,120.6,89.9,89.9,31.814,2016-05-16,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2016-05-18 00:00:00,2016-05-18 08:55:00,-17.5,TimeExit,0,0,130,90,0.01,2.0,0.02,13420.199999999992,13568.699999999988,148.49999999999636,231.3,231.3,,43.0,2016-05-18,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
17_EA_1B_Wed_Short,EA,Short,2016-05-18 09:59:00,2016-05-18 20:58:00,-4.6,TimeExit,9,59,70,175,0.0001,1.5,0.00015,13415.599999999991,13568.699999999988,153.09999999999673,177.8,171.4,87.1,28.836,2016-05-18,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2016-05-18 09:59:00,2016-05-19 05:26:00,-19.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,13421.79999999999,13568.699999999988,146.89999999999782,177.8,171.4,87.1,28.836,2016-05-18,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2016-05-18 20:56:00,2016-05-19 04:45:00,25.4,TimeExit,20,56,45,70,0.01,1.0,0.01,13440.99999999999,13568.699999999988,127.69999999999708,93.4,100.9,70.0,24.329,2016-05-18,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2016-05-18 20:56:00,2016-05-19 10:00:00,46.4,TimeExit,20,56,90,999,0.0001,1.5,0.00015,13502.29999999999,13568.699999999988,66.39999999999782,177.8,112.0,112.0,28.043,2016-05-18,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2016-05-18 21:56:00,2016-05-19 05:27:00,34.1,TimeExit,21,56,75,70,0.01,1.0,0.01,13455.89999999999,13568.699999999988,112.79999999999744,93.4,78.1,70.0,24.221,2016-05-18,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2016-05-19 16:56:00,2016-05-19 17:19:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,13582.29999999999,13582.29999999999,0.0,421.2,477.6,223.1,43.643,2016-05-19,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2016-05-19 17:14:00,2016-05-20 01:14:00,25.3,TimeExit,17,14,30,80,0.01,1.5,0.015,13607.59999999999,13607.59999999999,0.0,87.2,81.9,81.9,21.021,2016-05-19,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2016-05-19 20:56:00,2016-05-20 09:23:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,13517.59999999999,13607.59999999999,90.0,138.6,131.7,131.7,30.979,2016-05-19,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2016-05-20 22:44:00,2016-05-21 03:08:00,-6.7,TimeExit,22,44,90,200,0.0001,2.0,0.0002,13561.299999999988,13607.59999999999,46.30000000000109,313.3,191.0,186.6,35.55,2016-05-20,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2016-05-23 18:02:00,2016-05-23 23:02:00,-82.7,TimeExit,18,2,130,250,0.01,2.0,0.02,13329.799999999988,13607.59999999999,277.8000000000029,97.2,132.5,132.5,33.671,2016-05-23,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2016-05-24 00:00:00,2016-05-24 08:55:00,9.1,TimeExit,0,0,130,90,0.01,2.0,0.02,13291.899999999989,13607.59999999999,315.7000000000007,159.5,159.5,,40.786,2016-05-24,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2016-05-25 00:00:00,2016-05-25 08:55:00,45.7,TimeExit,0,0,130,90,0.01,2.0,0.02,13123.699999999988,13607.59999999999,483.9000000000015,254.9,254.9,,40.821,2016-05-25,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2016-05-25 20:56:00,2016-05-26 10:00:00,68.8,TimeExit,20,56,90,999,0.0001,1.5,0.00015,13284.799999999988,13607.59999999999,322.8000000000029,130.9,175.1,101.3,28.514,2016-05-25,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2016-05-26 16:56:00,2016-05-26 17:44:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,13197.299999999988,13607.59999999999,410.3000000000029,240.1,240.6,153.7,43.079,2016-05-26,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
13_UJ_Fix_MidWeek,UJ,Long,2016-05-26 18:04:00,2016-05-26 22:03:00,-18.5,TimeExit,18,4,95,95,0.01,0.5,0.005,13178.799999999988,13607.59999999999,428.8000000000029,58.4,102.9,91.3,19.836,2016-05-26,JPY_Sell,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2016-05-26 20:56:00,2016-05-27 10:00:00,-10.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,13167.899999999989,13607.59999999999,439.70000000000255,101.3,135.3,119.7,31.836,2016-05-26,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2016-05-27 22:44:00,2016-05-28 03:08:00,27.1,TimeExit,22,44,90,200,0.0001,2.0,0.0002,13160.19999999999,13607.59999999999,447.3999999999997,232.5,90.3,90.3,33.493,2016-05-27,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2016-05-30 09:55:00,2016-05-30 11:09:00,-20.0,SL,9,55,20,50,0.01,0.5,0.005,13140.19999999999,13607.59999999999,467.3999999999997,60.9,55.9,55.9,19.757,2016-05-30,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2016-05-30 18:02:00,2016-05-30 23:02:00,23.1,TimeExit,18,2,130,250,0.01,2.0,0.02,13139.19999999999,13607.59999999999,468.3999999999997,87.3,168.9,168.9,33.057,2016-05-30,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2016-05-30 21:02:00,2016-05-31 10:00:00,35.4,TimeExit,21,2,220,100,0.0001,2.0,0.0002,13205.999999999987,13607.59999999999,401.6000000000004,57.7,117.2,117.2,36.014,2016-05-30,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2016-06-01 20:56:00,2016-06-02 04:45:00,47.6,TimeExit,20,56,45,70,0.01,1.0,0.01,13199.899999999989,13607.59999999999,407.7000000000007,79.0,223.4,160.0,30.057,2016-06-01,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2016-06-01 20:56:00,2016-06-02 10:00:00,80.8,TimeExit,20,56,90,999,0.0001,1.5,0.00015,13286.499999999987,13607.59999999999,321.1000000000004,155.3,187.3,187.3,35.179,2016-06-01,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2016-06-01 21:56:00,2016-06-02 05:27:00,57.1,TimeExit,21,56,75,70,0.01,1.0,0.01,13205.69999999999,13607.59999999999,401.8999999999997,79.0,227.7,164.3,31.393,2016-06-01,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2016-06-02 09:55:00,2016-06-02 23:55:00,84.4,TimeExit,9,55,90,999,0.01,2.0,0.02,13450.899999999989,13607.59999999999,156.70000000000073,432.3,344.3,68.3,36.129,2016-06-02,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2016-06-02 16:56:00,2016-06-02 21:03:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,13366.499999999987,13607.59999999999,241.1000000000004,263.5,171.1,171.1,34.686,2016-06-02,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2016-06-06 08:01:00,2016-06-06 22:46:00,44.1,TimeExit,8,1,70,110,0.01,1.5,0.015,13514.399999999989,13607.59999999999,93.20000000000071,45.0,22.6,22.6,23.107,2016-06-06,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2016-06-06 09:59:00,2016-06-07 05:26:00,58.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,13875.899999999989,13875.899999999989,0.0,71.0,96.2,96.2,36.25,2016-06-06,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2016-06-06 10:01:00,2016-06-06 16:00:00,19.4,TimeExit,10,1,50,125,0.0001,1.5,0.00015,13470.299999999988,13607.59999999999,137.3000000000011,71.0,96.2,96.2,37.207,2016-06-06,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2016-06-06 13:55:00,2016-06-07 04:55:00,86.3,TimeExit,13,55,70,250,0.01,1.0,0.01,13747.799999999988,13747.799999999988,0.0,39.0,75.2,75.2,28.264,2016-06-06,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
