Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,JPYExposure,AUDExposure,FilterFeature,FilterPercentile,FilterThreshold,RejectReason
22_GA_C_2,GA,Long,2022-01-27 16:56:00,2022-01-27 22:27:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,50062.400000000045,50243.29999999999,180.89999999994325,95.3,191.8,175.3,33.186,2022-01-27,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2022-01-28 10:00:00,2022-01-28 15:50:00,-1.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50059.400000000045,50243.29999999999,183.89999999994325,120.8,75.6,60.3,15.507,2022-01-28,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
10_AJ_SatA,AJ,Short,2022-01-28 10:58:00,2022-01-28 13:51:00,12.8,TimeExit,10,58,50,25,0.01,1.5,0.015,50075.20000000005,50243.29999999999,168.09999999994034,117.5,84.4,79.9,20.1,2022-01-28,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2022-01-31 08:01:00,2022-01-31 22:46:00,77.2,TimeExit,8,1,70,110,0.01,1.5,0.015,50186.90000000004,50243.29999999999,56.39999999995052,34.5,18.6,18.6,20.029,2022-01-31,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2022-01-31 10:00:00,2022-01-31 15:44:00,40.0,TP,10,0,40,40,0.0001,1.5,0.00015,50109.70000000004,50243.29999999999,133.5999999999476,33.1,13.8,13.8,16.3,2022-01-31,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2022-02-07 09:59:00,2022-02-08 05:26:00,136.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,50351.400000000045,50351.400000000045,0.0,74.0,34.5,34.5,33.843,2022-02-07,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2022-02-07 10:01:00,2022-02-07 16:00:00,56.3,TimeExit,10,1,50,125,0.0001,1.5,0.00015,50218.60000000004,50291.70000000004,73.09999999999854,74.0,34.5,34.5,32.1,2022-02-07,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2022-02-11 10:00:00,2022-02-11 15:50:00,-32.2,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50517.10000000006,50549.30000000005,32.19999999999709,56.8,115.9,115.9,27.479,2022-02-11,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2022-02-11 10:00:00,2022-02-11 15:50:00,-37.4,TimeExit,10,0,60,60,0.0001,1.5,0.00015,50479.700000000055,50549.30000000005,69.59999999999854,95.8,147.9,147.9,40.186,2022-02-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2022-02-11 10:00:00,2022-02-11 16:10:00,-43.6,TimeExit,10,0,75,70,0.0001,2.0,0.0002,50436.10000000006,50549.30000000005,113.19999999999708,97.6,171.2,171.2,46.514,2022-02-11,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
10_AJ_SatA,AJ,Short,2022-02-11 10:58:00,2022-02-11 13:48:00,25.0,TP,10,58,50,25,0.01,1.5,0.015,50549.30000000005,50549.30000000005,0.0,84.6,125.8,120.7,26.429,2022-02-11,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
11_AJ_SatB,AJ,Short,2022-02-11 18:57:00,2022-02-12 01:43:00,-42.4,TimeExit,18,57,55,95,0.01,1.5,0.015,50422.40000000005,50549.30000000005,126.90000000000146,84.6,146.9,146.9,20.064,2022-02-11,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2022-02-14 08:01:00,2022-02-14 17:46:00,-70.0,SL,8,1,70,110,0.01,1.5,0.015,50304.90000000005,50549.30000000005,244.40000000000143,127.8,17.5,17.5,26.1,2022-02-14,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2022-02-14 09:59:00,2022-02-15 05:26:00,56.6,TimeExit,9,59,90,180,0.0001,1.5,0.00015,50467.70000000005,50549.30000000005,81.60000000000582,52.2,40.9,40.9,30.621,2022-02-14,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2022-02-14 10:00:00,2022-02-14 15:50:00,-6.9,TimeExit,10,0,60,60,0.0001,1.5,0.00015,50404.00000000005,50549.30000000005,145.3000000000029,52.2,40.9,40.9,30.55,2022-02-14,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2022-02-14 10:00:00,2022-02-14 15:50:00,-16.5,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50387.50000000005,50549.30000000005,161.8000000000029,63.4,24.2,24.2,19.8,2022-02-14,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2022-02-14 10:00:00,2022-02-14 16:10:00,-8.0,TimeExit,10,0,75,70,0.0001,2.0,0.0002,50374.90000000005,50549.30000000005,174.40000000000146,102.6,44.7,44.7,36.679,2022-02-14,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2022-02-14 10:01:00,2022-02-14 16:00:00,-4.6,TimeExit,10,1,50,125,0.0001,1.5,0.00015,50382.90000000005,50549.30000000005,166.40000000000146,52.2,40.9,40.9,30.55,2022-02-14,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2022-02-14 18:02:00,2022-02-14 23:02:00,84.7,TimeExit,18,2,130,250,0.01,2.0,0.02,50389.60000000005,50549.30000000005,159.70000000000437,185.8,155.8,155.8,38.093,2022-02-14,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2022-02-14 20:56:00,2022-02-15 04:45:00,21.5,TimeExit,20,56,45,70,0.01,1.0,0.01,50411.10000000005,50549.30000000005,138.20000000000437,184.6,134.1,134.1,32.064,2022-02-14,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2022-02-14 21:56:00,2022-02-15 05:27:00,-14.2,TimeExit,21,56,75,70,0.01,1.0,0.01,50453.50000000005,50549.30000000005,95.80000000000292,184.6,134.1,134.1,31.386,2022-02-14,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2022-02-15 00:00:00,2022-02-15 08:55:00,-3.4,TimeExit,0,0,130,90,0.01,2.0,0.02,50450.10000000005,50549.30000000005,99.20000000000437,155.8,155.8,,36.307,2022-02-15,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2022-02-15 09:55:00,2022-02-15 23:55:00,-19.3,TimeExit,9,55,90,999,0.01,2.0,0.02,50211.70000000005,50549.30000000005,337.6000000000058,155.8,141.0,55.0,31.35,2022-02-15,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2022-02-15 10:00:00,2022-02-15 15:50:00,-22.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50267.20000000005,50549.30000000005,282.1000000000058,63.9,56.1,33.1,16.593,2022-02-15,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2022-02-17 16:56:00,2022-02-18 01:15:00,39.6,TimeExit,16,56,70,80,0.0001,2.0,0.0002,50311.40000000005,50549.30000000005,237.90000000000143,80.0,128.5,128.5,36.45,2022-02-17,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2022-02-17 17:14:00,2022-02-18 01:14:00,29.5,TimeExit,17,14,30,80,0.01,1.5,0.015,50271.80000000005,50549.30000000005,277.5,75.7,100.8,100.8,27.386,2022-02-17,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2022-02-17 20:56:00,2022-02-18 10:00:00,41.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,50352.40000000005,50549.30000000005,196.90000000000143,76.5,98.7,94.3,28.914,2022-02-17,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2022-02-24 16:56:00,2022-02-24 20:20:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,50361.30000000005,50549.30000000005,188.00000000000728,186.6,162.8,147.5,34.093,2022-02-24,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2022-02-24 17:14:00,2022-02-25 01:14:00,1.4,TimeExit,17,14,30,80,0.01,1.5,0.015,50549.10000000005,50549.30000000005,0.2000000000043655,103.3,174.3,156.6,27.857,2022-02-24,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2022-02-25 09:55:00,2022-02-25 14:56:00,35.8,TimeExit,9,55,20,50,0.01,0.5,0.005,50615.80000000005,50615.80000000005,0.0,77.8,129.0,53.1,21.071,2022-02-25,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2022-02-25 09:55:00,2022-02-25 23:55:00,-7.6,TimeExit,9,55,90,999,0.01,2.0,0.02,50652.60000000006,50660.200000000055,7.599999999998545,294.8,252.4,156.8,37.786,2022-02-25,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2022-02-25 10:00:00,2022-02-25 13:58:00,40.0,TP,10,0,40,40,0.0001,1.5,0.00015,50580.00000000005,50580.00000000005,0.0,125.3,122.0,84.5,23.121,2022-02-25,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
10_AJ_SatA,AJ,Short,2022-02-25 10:58:00,2022-02-25 13:51:00,-9.1,TimeExit,10,58,50,25,0.01,1.5,0.015,50540.00000000005,50549.30000000005,9.30000000000291,156.6,103.4,99.8,27.3,2022-02-25,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
11_AJ_SatB,AJ,Short,2022-02-25 18:57:00,2022-02-26 01:15:00,-55.0,SL,18,57,55,95,0.01,1.5,0.015,50597.60000000006,50660.200000000055,62.59999999999855,156.6,113.3,113.3,22.964,2022-02-25,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2022-02-25 19:42:00,2022-02-25 22:45:00,44.4,TimeExit,19,42,90,200,0.0001,2.0,0.0002,50660.200000000055,50660.200000000055,0.0,183.1,170.7,170.7,35.886,2022-02-25,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2022-02-25 22:44:00,2022-02-26 03:08:00,21.5,TimeExit,22,44,90,200,0.0001,2.0,0.0002,50619.10000000006,50660.200000000055,41.09999999999855,183.1,210.9,210.9,34.307,2022-02-25,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2022-02-28 08:01:00,2022-02-28 22:46:00,55.4,TimeExit,8,1,70,110,0.01,1.5,0.015,50680.60000000006,50680.60000000006,0.0,30.6,63.2,63.2,23.443,2022-02-28,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2022-02-28 10:00:00,2022-02-28 15:50:00,6.1,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50625.200000000055,50660.200000000055,35.0,28.8,22.2,22.2,19.979,2022-02-28,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2022-02-28 18:02:00,2022-02-28 23:02:00,20.7,TimeExit,18,2,130,250,0.01,2.0,0.02,50701.30000000005,50701.30000000005,0.0,65.6,121.6,121.6,33.964,2022-02-28,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2022-02-28 20:56:00,2022-03-01 02:37:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,50656.30000000005,50701.30000000005,45.0,52.0,160.3,160.3,43.5,2022-02-28,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2022-02-28 21:02:00,2022-03-01 10:00:00,-69.7,TimeExit,21,2,220,100,0.0001,2.0,0.0002,50533.200000000055,50701.30000000005,168.09999999999854,55.2,116.1,116.1,33.929,2022-02-28,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2022-02-28 21:56:00,2022-03-01 05:27:00,-53.4,TimeExit,21,56,75,70,0.01,1.0,0.01,50602.90000000005,50701.30000000005,98.40000000000146,52.0,160.3,160.3,45.907,2022-02-28,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2022-03-02 13:55:00,2022-03-03 04:55:00,61.6,TimeExit,13,55,70,250,0.01,1.0,0.01,50779.30000000005,50779.30000000005,0.0,171.9,180.9,79.3,24.871,2022-03-02,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2022-03-02 21:56:00,2022-03-03 05:27:00,45.4,TimeExit,21,56,75,70,0.01,1.0,0.01,50897.90000000005,50897.90000000005,0.0,171.9,107.6,89.7,23.336,2022-03-02,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2022-03-07 08:01:00,2022-03-07 22:46:00,35.8,TimeExit,8,1,70,110,0.01,1.5,0.015,50891.00000000005,50945.20000000005,54.19999999999709,47.5,13.3,13.3,21.779,2022-03-07,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2022-03-07 09:59:00,2022-03-07 21:37:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,50855.20000000005,50945.20000000005,90.0,73.9,135.5,135.5,40.057,2022-03-07,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2022-03-07 10:01:00,2022-03-07 10:50:00,125.0,TP,10,1,50,125,0.0001,1.5,0.00015,50825.20000000005,50897.90000000005,72.70000000000437,73.9,137.5,137.5,39.3,2022-03-07,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2022-03-07 13:55:00,2022-03-08 04:55:00,24.2,TimeExit,13,55,70,250,0.01,1.0,0.01,50959.80000000005,50959.80000000005,0.0,63.1,121.2,121.2,37.186,2022-03-07,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
6_GJ_Old_Mon,GJ,Long,2022-03-07 15:45:00,2022-03-07 17:43:00,-50.0,SL,15,45,50,210,0.01,2.0,0.02,50775.20000000005,50897.90000000005,122.70000000000437,89.5,66.0,66.0,32.379,2022-03-07,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2022-03-07 18:02:00,2022-03-07 23:02:00,44.6,TimeExit,18,2,130,250,0.01,2.0,0.02,50935.60000000005,50945.20000000005,9.599999999998545,89.5,99.1,99.1,34.571,2022-03-07,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2022-03-07 20:56:00,2022-03-07 21:33:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,50845.20000000005,50897.90000000005,52.700000000004366,63.1,122.0,122.0,36.0,2022-03-07,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2022-03-07 21:02:00,2022-03-07 21:36:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,50945.20000000005,50945.20000000005,0.0,88.9,243.5,243.5,49.657,2022-03-07,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2022-03-07 21:56:00,2022-03-08 05:27:00,-30.8,TimeExit,21,56,75,70,0.01,1.0,0.01,50929.00000000005,50959.80000000005,30.80000000000291,63.1,146.0,146.0,38.086,2022-03-07,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2022-03-08 00:00:00,2022-03-08 08:55:00,-47.9,TimeExit,0,0,130,90,0.01,2.0,0.02,50881.10000000004,50959.80000000005,78.70000000000437,105.2,105.2,,38.243,2022-03-08,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2022-03-08 09:55:00,2022-03-08 23:55:00,-38.8,TimeExit,9,55,90,999,0.01,2.0,0.02,50702.30000000004,50959.80000000005,257.5000000000073,105.2,123.1,80.1,34.314,2022-03-08,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2022-03-08 09:59:00,2022-03-08 14:09:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,50741.10000000004,50959.80000000005,218.7000000000044,283.3,323.9,107.5,53.493,2022-03-08,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2022-03-08 10:01:00,2022-03-08 11:53:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,50831.10000000004,50959.80000000005,128.70000000000437,283.3,323.9,107.5,51.15,2022-03-08,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
17_EA_1B_Wed_Short,EA,Short,2022-03-09 09:59:00,2022-03-09 20:58:00,9.4,TimeExit,9,59,70,175,0.0001,1.5,0.00015,50703.90000000003,50959.80000000005,255.900000000016,218.0,259.5,134.0,43.843,2022-03-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2022-03-09 09:59:00,2022-03-09 23:20:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,50753.90000000003,50959.80000000005,205.900000000016,218.0,259.5,134.0,43.843,2022-03-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2022-03-09 10:00:00,2022-03-09 15:50:00,-1.0,TimeExit,10,0,45,80,0.01,1.5,0.015,50697.30000000003,50959.80000000005,262.5000000000145,95.2,102.7,53.0,21.021,2022-03-09,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2022-03-09 10:00:00,2022-03-09 15:50:00,4.7,TimeExit,10,0,60,60,0.0001,1.5,0.00015,50696.20000000003,50959.80000000005,263.6000000000131,218.0,259.5,134.0,41.793,2022-03-09,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2022-03-09 10:00:00,2022-03-09 15:50:00,2.1,TimeExit,10,0,40,40,0.0001,1.5,0.00015,50698.30000000003,50959.80000000005,261.5000000000145,91.6,103.0,50.2,17.736,2022-03-09,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2022-03-09 20:56:00,2022-03-10 10:00:00,157.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,50929.40000000003,50959.80000000005,30.400000000016007,218.0,134.0,134.0,27.579,2022-03-09,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2022-03-09 21:56:00,2022-03-09 23:08:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,50773.90000000003,50959.80000000005,185.900000000016,135.7,179.8,179.8,23.386,2022-03-09,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2022-03-11 10:00:00,2022-03-11 15:50:00,-1.4,TimeExit,10,0,60,60,0.0001,1.5,0.00015,51056.00000000003,51057.40000000003,1.4000000000014552,175.1,240.8,91.0,42.529,2022-03-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2022-03-11 10:00:00,2022-03-11 16:10:00,-6.6,TimeExit,10,0,75,70,0.0001,2.0,0.0002,51049.10000000003,51057.40000000003,8.30000000000291,177.1,284.1,113.6,34.657,2022-03-11,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2022-03-14 09:59:00,2022-03-14 17:33:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,50614.10000000003,51057.40000000003,443.3000000000029,78.5,65.0,65.0,35.571,2022-03-14,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2022-03-14 10:00:00,2022-03-14 15:30:00,-60.0,SL,10,0,60,60,0.0001,1.5,0.00015,50777.200000000026,51057.40000000003,280.2000000000044,78.5,65.5,65.5,37.171,2022-03-14,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2022-03-14 10:01:00,2022-03-14 15:06:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,50877.200000000026,51057.40000000003,180.2000000000044,78.5,65.5,65.5,37.171,2022-03-14,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2022-03-14 13:55:00,2022-03-15 04:55:00,90.5,TimeExit,13,55,70,250,0.01,1.0,0.01,50799.90000000003,51057.40000000003,257.5,57.6,63.5,63.5,24.521,2022-03-14,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2022-03-14 20:56:00,2022-03-15 04:45:00,35.3,TimeExit,20,56,45,70,0.01,1.0,0.01,50709.40000000003,51057.40000000003,348.0,57.6,161.9,161.9,26.057,2022-03-14,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2022-03-14 21:56:00,2022-03-15 05:27:00,17.7,TimeExit,21,56,75,70,0.01,1.0,0.01,50817.60000000003,51057.40000000003,239.8000000000029,57.6,161.9,161.9,28.093,2022-03-14,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2022-03-15 09:59:00,2022-03-15 16:22:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,50731.60000000004,51057.40000000003,325.79999999999563,195.5,239.6,131.6,37.336,2022-03-15,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2022-03-15 10:00:00,2022-03-15 15:50:00,-8.2,TimeExit,10,0,45,80,0.01,1.5,0.015,50821.60000000004,51057.40000000003,235.79999999999563,58.6,74.4,65.5,23.343,2022-03-15,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2022-03-15 10:01:00,2022-03-15 11:45:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,50829.80000000003,51057.40000000003,227.5999999999985,195.5,239.6,131.6,37.529,2022-03-15,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2022-03-16 00:00:00,2022-03-16 08:55:00,-12.8,TimeExit,0,0,130,90,0.01,2.0,0.02,50660.40000000003,51057.40000000003,397.0,127.0,127.0,,35.393,2022-03-16,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2022-03-17 17:14:00,2022-03-17 22:41:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,50766.30000000003,51057.40000000003,291.09999999999854,114.7,160.1,128.2,27.357,2022-03-17,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2022-03-17 20:56:00,2022-03-18 10:00:00,-25.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,50741.30000000003,51057.40000000003,316.09999999999854,127.3,153.3,152.4,30.457,2022-03-17,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2022-03-21 09:59:00,2022-03-21 18:52:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,50617.10000000003,51057.40000000003,440.3000000000029,52.2,27.0,27.0,27.793,2022-03-21,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2022-03-23 00:00:00,2022-03-23 08:55:00,74.4,TimeExit,0,0,130,90,0.01,2.0,0.02,50718.70000000003,51057.40000000003,338.6999999999971,303.3,303.3,,39.329,2022-03-23,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2022-03-23 13:55:00,2022-03-23 20:25:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,50648.70000000003,51057.40000000003,408.6999999999971,182.2,183.7,114.2,26.15,2022-03-23,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2022-03-23 20:56:00,2022-03-23 22:46:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,50705.10000000004,51057.40000000003,352.29999999999563,182.2,121.0,121.0,26.307,2022-03-23,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
