Pair,Method,Period,Q,N,ObservedWeeks,Mean,Median,Std,PositiveRate,NegativeRate,NeutralRate,CILow,CIHigh,ValidBootstraps
GBPJPY,Robustness,RecentCombined,4,221,153,-0.8561085972851817,-3.6000000000001364,54.06563873719495,0.46153846153846156,0.5384615384615384,0.0,-8.750980348827419,6.788783033563194,5000
GBPJPY,Robustness,RecentCombined,5,262,158,1.9122137404578816,1.8000000000000682,58.02959018331103,0.5190839694656488,0.48091603053435117,0.0,-4.707429695648717,8.56604672227817,5000
USDJPY,Primary,ALL,1,561,361,0.6260249554367127,1.0000000000005116,20.25094266040688,0.5169340463458111,0.48128342245989303,0.0017825311942959,-1.126401977384656,2.3279672228992303,5000
USDJPY,Primary,ALL,2,564,369,-0.5079787234042267,-0.7000000000005002,24.817845599600027,0.4787234042553192,0.5195035460992907,0.0017730496453900709,-2.5372005669573126,1.4910594480168469,5000
USDJPY,Primary,ALL,3,513,360,-1.187914230019395,0.0999999999990564,23.3413898182794,0.5009746588693957,0.49707602339181284,0.001949317738791423,-3.2243361705860187,0.7235673900629709,5000
USDJPY,Primary,ALL,4,544,373,2.051286764705863,0.8500000000005059,26.0609909051819,0.5147058823529411,0.4834558823529412,0.001838235294117647,-0.275835872811197,4.366470760233852,5000
USDJPY,Primary,ALL,5,564,328,0.8386524822695849,0.49999999999954525,33.97803013347195,0.5088652482269503,0.48936170212765956,0.0017730496453900709,-1.9847083576216258,3.5823211990367536,5000
USDJPY,Robustness,ALL,1,564,367,0.13918439716308217,1.2999999999998124,20.726950391048998,0.526595744680851,0.4698581560283688,0.0035460992907801418,-1.4005890055323693,1.6893678636799594,5000
USDJPY,Robustness,ALL,2,556,364,-0.1872302158273018,1.1000000000016996,22.038010543396766,0.5251798561151079,0.47302158273381295,0.0017985611510791368,-2.0093726253569715,1.4979467091235414,5000
USDJPY,Robustness,ALL,3,540,373,0.2664814814815433,-0.549999999999784,25.61107364692957,0.48703703703703705,0.512962962962963,0.0,-1.9067025894896528,2.654763814616866,5000
USDJPY,Robustness,ALL,4,539,360,1.9556586270872507,-0.49999999999954525,26.626346423577818,0.48794063079777367,0.5102040816326531,0.0018552875695732839,-0.19327313391965462,4.082449017103972,5000
USDJPY,Robustness,ALL,5,554,329,0.4344765342960693,-0.10000000000047748,33.7539874142599,0.4981949458483754,0.5,0.0018050541516245488,-2.3291001347165645,3.145962597465864,5000
EURAUD,Primary,ALL,1,573,379,0.1570680628271418,0.40000000000040004,27.91064989215946,0.5095986038394416,0.49040139616055844,0.0,-2.044219996815628,2.370257165717324,5000
EURAUD,Primary,ALL,2,549,363,-0.7185792349727258,-0.10000000000065512,29.979325920528577,0.4990892531876138,0.5009107468123861,0.0,-3.1903628082074182,1.8560470692526927,5000
EURAUD,Primary,ALL,3,566,375,0.5989399293286144,-0.15000000000098268,34.0670489165573,0.49469964664310956,0.5035335689045937,0.0017667844522968198,-2.231352377739333,3.5489749027155035,5000
EURAUD,Primary,ALL,4,540,370,-1.4046296296296616,-0.2999999999986347,33.40501552184503,0.49074074074074076,0.5037037037037037,0.005555555555555556,-4.091324169998164,1.355702623817564,5000
EURAUD,Primary,ALL,5,525,329,2.061714285714275,1.7000000000000348,42.29527522331443,0.5123809523809524,0.4876190476190476,0.0,-1.7176280827742394,5.532030583806513,5000
EURAUD,Robustness,ALL,1,570,374,0.17614035087725247,0.05000000000032756,28.72943217854963,0.5,0.5,0.0,-2.042250859106435,2.4710466377804554,5000
EURAUD,Robustness,ALL,2,574,377,-0.7479094076655346,-0.8499999999989072,30.804497883631072,0.47735191637630664,0.5209059233449478,0.0017421602787456446,-3.2191506846953137,1.7297459022426305,5000
EURAUD,Robustness,ALL,3,547,369,1.5003656307129654,0.40000000000040004,31.834055184081407,0.506398537477148,0.489945155393053,0.003656307129798903,-1.0661218845173968,4.114826936182516,5000
EURAUD,Robustness,ALL,4,534,359,-0.7119850187266447,0.9500000000006725,33.020326427870955,0.5112359550561798,0.4868913857677903,0.0018726591760299626,-3.609767727840743,2.091030646310733,5000
EURAUD,Robustness,ALL,5,524,339,3.6377862595419685,2.5999999999992696,43.24035788876063,0.5229007633587787,0.4770992366412214,0.0,0.09846096508634986,7.161007167354665,5000
GBPJPY,Primary,ALL,1,579,377,2.358203799654544,2.400000000000091,40.499298309354536,0.5215889464594128,0.47668393782383417,0.0017271157167530224,-0.9342096614634445,5.639294120217799,5000
GBPJPY,Primary,ALL,2,534,352,-0.46011235955060054,-0.5000000000023874,39.73540064637185,0.4887640449438202,0.5093632958801498,0.0018726591760299626,-3.7100467217601074,2.6423815789473215,5000
GBPJPY,Primary,ALL,3,567,378,0.929276895943586,2.1000000000015007,45.3259111615098,0.5326278659611993,0.4673721340388007,0.0,-2.6061099644197685,4.507052277415848,5000
GBPJPY,Primary,ALL,4,512,362,-3.525390625000002,-2.400000000000091,45.71924596821247,0.4765625,0.5234375,0.0,-7.550906008064471,0.4376216774851264,5000
GBPJPY,Primary,ALL,5,561,320,3.204991087343971,0.10000000000047748,57.767981523766906,0.5026737967914439,0.4919786096256685,0.0053475935828877,-1.6043055969366486,7.835060696095061,5000
GBPJPY,Robustness,ALL,1,550,367,-0.6161818181817863,-2.7999999999991587,42.49266230413976,0.4709090909090909,0.5290909090909091,0.0,-4.061808089319509,2.8141514150818394,5000
GBPJPY,Robustness,ALL,2,568,364,-0.3362676056337848,-0.10000000000047748,40.80774930918562,0.4964788732394366,0.5,0.0035211267605633804,-3.808276732032091,2.9332738082816423,5000
GBPJPY,Robustness,ALL,3,557,381,-0.3730700179532837,0.2999999999985903,41.45950733296116,0.5026929982046678,0.4955116696588869,0.0017953321364452424,-3.971852022058865,2.9445251937985035,5000
GBPJPY,Robustness,ALL,4,516,352,-2.188953488372088,-3.149999999999409,48.467386432946334,0.4689922480620155,0.5310077519379846,0.0,-6.520007889546323,2.088896457670737,5000
GBPJPY,Robustness,ALL,5,562,344,1.4338078291813292,0.05000000000023874,56.65008362238222,0.5,0.49644128113879005,0.0035587188612099642,-3.045089852008638,5.848936835644013,5000
