Strategy,Group,Option,Percentile,BaseTrades,AcceptedTrades,RejectedTrades,AcceptedRatePct,RejectedRatePct,Full_Trades,Full_MoneyRoMD,Full_MaxDDPct,Full_NetProfitYen,Full_PF_Yen,Full_WorstWeekReturnPct,OOS_Trades,OOS_MoneyRoMD,OOS_MaxDDPct,OOS_NetProfitYen,OOS_PF_Yen,OOS_WorstWeekReturnPct,Q1_Trades,Q1_MoneyRoMD,Q1_MaxDDPct,Q1_NetProfitYen,Q1_PF_Yen,Q1_WorstWeekReturnPct,Pips_Total,Pips_PF,Pips_RoMD,Pips_Avg,Delta_Full_MoneyRoMD,Delta_Full_MaxDDPct,Delta_Full_NetProfitYen,Delta_OOS_MoneyRoMD,Delta_OOS_MaxDDPct,Delta_OOS_NetProfitYen,Delta_Q1_MoneyRoMD,Delta_Q1_MaxDDPct,Delta_Q1_NetProfitYen
4_GJ_Port_Log1,CrossJPY_16,P90,90,918,793,125,86.38,13.62,793,8.01,7.3,396840.0,1.415,-2.48,88,2.45,4.05,83868.0,1.624,-1.25,20,1.88,1.27,21271.0,1.737,-0.87,3881.8,1.422,8.02,4.9,-4.65,2.2,-149502.0,-0.71,-0.20000000000000018,-52376.0,-1.25,0.010000000000000009,-19882.0
4_GJ_Port_Log1,CrossJPY_16,P95,95,918,861,57,93.79,6.21,861,12.38,5.84,524973.0,1.459,-2.49,100,3.57,3.27,114904.0,1.618,-2.0,24,3.13,1.26,40313.0,2.01,-0.72,4761.0,1.469,12.32,5.53,-0.27999999999999936,0.7400000000000002,-21369.0,0.4099999999999997,-0.98,-21340.0,0.0,0.0,-840.0
5_GJ_Port_Log2,CrossJPY_16,NONE,999,1196,1196,0,100.0,0.0,1196,5.06,17.45,2973755.0,1.213,-6.0,137,0.6,15.91,352318.0,1.119,-4.0,26,-0.12,9.51,-40528.0,0.943,-4.0,9646.2,1.292,11.34,8.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5_GJ_Port_Log2,CrossJPY_16,P70,70,1196,834,362,69.73,30.27,834,4.4,18.32,1164478.0,1.213,-6.0,86,0.44,11.34,86098.0,1.101,-4.0,17,-0.18,7.99,-24918.0,0.885,-4.0,5922.2,1.292,6.75,7.1,-0.6599999999999993,0.870000000000001,-1809277.0,-0.15999999999999998,-4.57,-266220.0,-0.06,-1.5199999999999996,15610.0
5_GJ_Port_Log2,CrossJPY_16,P75,75,1196,891,305,74.5,25.5,891,4.11,19.96,1154381.0,1.195,-6.0,92,0.15,13.15,35413.0,1.036,-4.0,18,-0.33,9.77,-58065.0,0.768,-4.0,5939.1,1.269,6.14,6.67,-0.9499999999999993,2.5100000000000016,-1819374.0,-0.44999999999999996,-2.76,-316905.0,-0.21000000000000002,0.2599999999999998,-17537.0
5_GJ_Port_Log2,CrossJPY_16,P80,80,1196,965,231,80.69,19.31,965,4.99,17.45,1398200.0,1.2,-6.0,103,0.17,13.68,47399.0,1.038,-4.0,19,-0.3,10.09,-61764.0,0.784,-4.0,6612.3,1.27,7.77,6.85,-0.0699999999999994,0.0,-1575555.0,-0.42999999999999994,-2.2300000000000004,-304919.0,-0.18,0.5800000000000001,-21236.0
5_GJ_Port_Log2,CrossJPY_16,P85,85,1196,1029,167,86.04,13.96,1029,5.23,17.45,1642548.0,1.208,-6.0,114,0.36,14.18,111987.0,1.076,-4.0,21,-0.07,6.86,-10649.0,0.966,-4.0,7202.9,1.274,8.47,7.0,0.17000000000000082,0.0,-1331207.0,-0.24,-1.7300000000000004,-240331.0,0.04999999999999999,-2.6499999999999995,29879.0
5_GJ_Port_Log2,CrossJPY_16,P90,90,1196,1085,111,90.72,9.28,1085,5.19,17.45,1653641.0,1.187,-6.0,121,0.59,14.18,184420.0,1.118,-4.0,24,0.06,7.65,10482.0,1.026,-4.0,7224.9,1.255,8.49,6.66,0.13000000000000078,0.0,-1320114.0,-0.010000000000000009,-1.7300000000000004,-167898.0,0.18,-1.8599999999999994,51010.0
5_GJ_Port_Log2,CrossJPY_16,P95,95,1196,1144,52,95.65,4.35,1144,5.4,17.45,2077750.0,1.202,-6.0,131,0.62,14.3,236709.0,1.113,-4.0,26,-0.14,7.79,-30074.0,0.943,-4.0,8135.0,1.266,9.56,7.11,0.34000000000000075,0.0,-896005.0,0.020000000000000018,-1.6099999999999994,-115609.0,-0.020000000000000018,-1.7199999999999998,10454.0
6_GJ_Old_Mon,CrossJPY_16,NONE,999,468,468,0,100.0,0.0,468,10.91,23.93,1616580.0,1.592,-2.0,46,5.16,4.89,502775.0,2.001,-2.0,5,0.85,2.0,36863.0,1.435,-2.0,3911.2,1.446,5.95,8.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6_GJ_Old_Mon,CrossJPY_16,P70,70,468,374,94,79.91,20.09,374,5.93,24.61,788953.0,1.509,-2.0,33,7.11,3.45,268820.0,2.45,-2.0,3,1.03,2.0,27176.0,2.033,-2.0,2564.1,1.39,3.78,6.86,-4.98,0.6799999999999997,-827627.0,1.9500000000000002,-1.4399999999999995,-233955.0,0.18000000000000005,0.0,-9687.0
6_GJ_Old_Mon,CrossJPY_16,P75,75,468,396,72,84.62,15.38,396,7.46,24.18,955604.0,1.548,-2.0,36,5.96,3.96,312187.0,2.316,-2.0,3,1.03,2.0,30689.0,2.033,-2.0,2892.6,1.411,4.4,7.3,-3.45,0.25,-660976.0,0.7999999999999998,-0.9299999999999997,-190588.0,0.18000000000000005,0.0,-6174.0
6_GJ_Old_Mon,CrossJPY_16,P80,80,468,409,59,87.39,12.61,409,6.87,27.38,996264.0,1.554,-2.0,38,6.15,3.96,331809.0,2.335,-2.0,3,1.03,2.0,31546.0,2.033,-2.0,2967.1,1.409,3.89,7.25,-4.04,3.4499999999999993,-620316.0,0.9900000000000002,-0.9299999999999997,-170966.0,0.18000000000000005,0.0,-5317.0
6_GJ_Old_Mon,CrossJPY_16,P85,85,468,424,44,90.6,9.4,424,8.99,23.2,1224077.0,1.558,-2.0,40,6.04,3.96,377303.0,2.175,-2.0,5,0.85,2.0,30027.0,1.435,-2.0,3344.1,1.441,5.2,7.89,-1.92,-0.7300000000000004,-392503.0,0.8799999999999999,-0.9299999999999997,-125472.0,0.0,0.0,-6836.0
6_GJ_Old_Mon,CrossJPY_16,P90,90,468,435,33,92.95,7.05,435,9.17,24.73,1392913.0,1.559,-2.0,42,5.99,3.96,410287.0,2.073,-2.0,5,0.85,2.0,32968.0,1.435,-2.0,3589.0,1.459,5.18,8.25,-1.7400000000000002,0.8000000000000007,-223667.0,0.8300000000000001,-0.9299999999999997,-92488.0,0.0,0.0,-3895.0
6_GJ_Old_Mon,CrossJPY_16,P95,95,468,449,19,95.94,4.06,449,9.83,23.62,1397378.0,1.534,-2.0,44,4.01,4.89,349978.0,1.77,-2.0,5,0.85,2.0,33046.0,1.435,-2.0,3606.9,1.439,5.51,8.03,-1.08,-0.3099999999999987,-219202.0,-1.1500000000000004,0.0,-152797.0,0.0,0.0,-3817.0
7_GJ_Mon_Blitz,CrossJPY_16,NONE,999,566,566,0,100.0,0.0,566,5.34,10.62,281883.0,1.376,-2.0,63,2.91,3.4,70883.0,1.703,-1.51,13,0.7,1.74,9487.0,1.361,-1.51,3020.5,1.339,4.19,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7_GJ_Mon_Blitz,CrossJPY_16,P70,70,566,410,156,72.44,27.56,410,3.34,7.71,131328.0,1.283,-2.0,35,1.55,2.29,22874.0,1.514,-1.51,7,-0.44,2.29,-6478.0,0.627,-1.51,1573.2,1.273,3.05,3.84,-2.0,-2.9099999999999993,-150555.0,-1.36,-1.1099999999999999,-48009.0,-1.14,0.55,-15965.0
7_GJ_Mon_Blitz,CrossJPY_16,P75,75,566,432,134,76.33,23.67,432,2.58,9.42,122298.0,1.25,-2.0,39,2.86,1.78,32284.0,1.738,-1.51,8,-0.28,1.78,-3142.0,0.816,-1.51,1483.7,1.238,2.35,3.43,-2.76,-1.1999999999999993,-159585.0,-0.050000000000000266,-1.6199999999999999,-38599.0,-0.98,0.040000000000000036,-12629.0
7_GJ_Mon_Blitz,CrossJPY_16,P80,80,566,463,103,81.8,18.2,463,1.9,12.25,117205.0,1.222,-2.0,48,2.06,1.9,23515.0,1.367,-1.51,9,0.08,1.51,715.0,1.042,-1.51,1435.6,1.211,1.72,3.1,-3.44,1.6300000000000008,-164678.0,-0.8500000000000001,-1.5,-47368.0,-0.62,-0.22999999999999998,-8772.0
7_GJ_Mon_Blitz,CrossJPY_16,P85,85,566,487,79,86.04,13.96,487,2.23,11.74,131583.0,1.231,-2.0,51,1.48,2.42,21932.0,1.308,-1.51,9,0.08,1.51,732.0,1.042,-1.51,1589.3,1.221,2.01,3.26,-3.11,1.120000000000001,-150300.0,-1.4300000000000002,-0.98,-48951.0,-0.62,-0.22999999999999998,-8755.0
7_GJ_Mon_Blitz,CrossJPY_16,P90,90,566,508,58,89.75,10.25,508,3.99,9.58,193086.0,1.31,-2.0,53,2.98,2.42,46998.0,1.591,-1.51,10,-0.11,1.51,-1184.0,0.944,-1.51,2207.2,1.291,3.41,4.34,-1.3499999999999996,-1.0399999999999991,-88797.0,0.06999999999999984,-0.98,-23885.0,-0.8099999999999999,-0.22999999999999998,-10671.0
7_GJ_Mon_Blitz,CrossJPY_16,P95,95,566,536,30,94.7,5.3,536,4.97,9.28,229289.0,1.335,-2.0,58,3.18,2.99,63755.0,1.717,-1.51,12,0.62,1.83,8250.0,1.336,-1.51,2547.6,1.312,4.07,4.75,-0.3700000000000001,-1.3399999999999999,-52594.0,0.27,-0.4099999999999997,-7128.0,-0.07999999999999996,0.09000000000000008,-1237.0
8_AJ_Core1,CrossJPY_16,NONE,999,518,518,0,100.0,0.0,518,8.89,9.29,608761.0,1.39,-2.0,13,-0.39,5.93,-26632.0,0.815,-2.0,13,-0.39,5.93,-26632.0,0.815,-2.0,2934.1,1.388,8.7,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8_AJ_Core1,CrossJPY_16,P70,70,518,338,180,65.25,34.75,338,2.37,10.16,132159.0,1.206,-2.0,3,2.22,0.71,9832.0,3.221,-0.71,3,2.22,0.71,9832.0,3.221,-0.71,880.0,1.214,2.38,2.6,-6.5200000000000005,0.870000000000001,-476602.0,2.6100000000000003,-5.22,36464.0,2.6100000000000003,-5.22,36464.0
8_AJ_Core1,CrossJPY_16,P75,75,518,367,151,70.85,29.15,367,3.93,10.55,219417.0,1.309,-2.0,3,2.14,0.74,11189.0,3.221,-0.71,3,2.14,0.74,11189.0,3.221,-0.71,1345.7,1.295,3.57,3.67,-4.960000000000001,1.2600000000000016,-389344.0,2.5300000000000002,-5.1899999999999995,37821.0,2.5300000000000002,-5.1899999999999995,37821.0
8_AJ_Core1,CrossJPY_16,P80,80,518,398,120,76.83,23.17,398,5.23,10.16,277961.0,1.345,-2.0,4,-0.22,2.0,-3530.0,0.835,-2.0,4,-0.22,2.0,-3530.0,0.835,-2.0,1629.1,1.324,4.4,4.09,-3.66,0.870000000000001,-330800.0,0.17,-3.9299999999999997,23102.0,0.17,-3.9299999999999997,23102.0
8_AJ_Core1,CrossJPY_16,P85,85,518,433,85,83.59,16.41,433,7.87,10.26,461723.0,1.453,-2.0,7,-0.6,3.96,-23812.0,0.643,-2.0,7,-0.6,3.96,-23812.0,0.643,-2.0,2389.3,1.432,6.45,5.52,-1.0200000000000005,0.9700000000000006,-147038.0,-0.20999999999999996,-1.9699999999999998,2820.0,-0.20999999999999996,-1.9699999999999998,2820.0
8_AJ_Core1,CrossJPY_16,P90,90,518,460,58,88.8,11.2,460,7.12,9.88,397509.0,1.359,-2.0,8,-0.73,5.86,-40992.0,0.497,-2.0,8,-0.73,5.86,-40992.0,0.497,-2.0,2160.9,1.341,6.06,4.7,-1.7700000000000005,0.5900000000000016,-211252.0,-0.33999999999999997,-0.0699999999999994,-14360.0,-0.33999999999999997,-0.0699999999999994,-14360.0
8_AJ_Core1,CrossJPY_16,P95,95,518,491,27,94.79,5.21,491,8.87,11.03,484285.0,1.395,-2.0,12,-0.09,4.01,-3484.0,0.967,-2.0,12,-0.09,4.01,-3484.0,0.967,-2.0,2498.6,1.359,6.25,5.09,-0.02000000000000135,1.7400000000000002,-124476.0,0.30000000000000004,-1.92,23148.0,0.30000000000000004,-1.92,23148.0
9_AJ_Core2,CrossJPY_16,NONE,999,301,301,0,100.0,0.0,301,4.7,14.83,1159986.0,1.519,-2.0,8,0.19,10.41,34561.0,1.254,-2.0,8,0.19,10.41,34561.0,1.254,-2.0,1924.8,1.571,8.1,6.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9_AJ_Core2,CrossJPY_16,P70,70,301,200,101,66.45,33.55,200,3.83,12.3,242213.0,1.281,-2.0,3,-0.92,4.71,-33732.0,0.0,-2.0,3,-0.92,4.71,-33732.0,0.0,-2.0,646.3,1.318,3.37,3.23,-0.8700000000000001,-2.5299999999999994,-917773.0,-1.11,-5.7,-68293.0,-1.11,-5.7,-68293.0
9_AJ_Core2,CrossJPY_16,P75,75,301,224,77,74.42,25.58,224,3.86,13.05,325318.0,1.312,-2.0,4,-0.11,8.27,-7687.0,0.788,-2.0,4,-0.11,8.27,-7687.0,0.788,-2.0,819.8,1.347,4.06,3.66,-0.8400000000000003,-1.7799999999999994,-834668.0,-0.3,-2.1400000000000006,-42248.0,-0.3,-2.1400000000000006,-42248.0
9_AJ_Core2,CrossJPY_16,P80,80,301,236,65,78.41,21.59,236,4.09,11.84,392306.0,1.334,-2.0,5,-0.46,6.35,-26691.0,0.536,-2.0,5,-0.46,6.35,-26691.0,0.536,-2.0,943.9,1.375,5.06,4.0,-0.6100000000000003,-2.99,-767680.0,-0.65,-4.0600000000000005,-61252.0,-0.65,-4.0600000000000005,-61252.0
9_AJ_Core2,CrossJPY_16,P85,85,301,252,49,83.72,16.28,252,3.42,21.82,373068.0,1.309,-2.0,6,-0.19,5.51,-9407.0,0.831,-2.0,6,-0.19,5.51,-9407.0,0.831,-2.0,918.4,1.329,2.56,3.64,-1.2800000000000002,6.99,-786918.0,-0.38,-4.9,-43968.0,-0.38,-4.9,-43968.0
9_AJ_Core2,CrossJPY_16,P90,90,301,269,32,89.37,10.63,269,4.62,15.13,548385.0,1.366,-2.0,8,0.28,7.27,21827.0,1.254,-2.0,8,0.28,7.27,21827.0,1.254,-2.0,1206.7,1.402,5.03,4.49,-0.08000000000000007,0.3000000000000007,-611601.0,0.09000000000000002,-3.1400000000000006,-12734.0,0.09000000000000002,-3.1400000000000006,-12734.0
9_AJ_Core2,CrossJPY_16,P95,95,301,288,13,95.68,4.32,288,4.25,15.09,701887.0,1.406,-2.0,8,0.21,9.43,25023.0,1.254,-2.0,8,0.21,9.43,25023.0,1.254,-2.0,1424.0,1.438,5.99,4.94,-0.4500000000000002,0.2599999999999998,-458099.0,0.01999999999999999,-0.9800000000000004,-9538.0,0.01999999999999999,-0.9800000000000004,-9538.0
