Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,LogicATR_SelectedOption,LogicATR_Threshold,LogicATR_Decision,RejectReason
1_EJ_Log1,EJ,Long,2024-11-25 13:55:00,2024-11-26 04:55:00,42.7,TimeExit,13,55,70,250,0.01,1.0,0.01,75367.70000000019,75690.20000000019,322.5,46.1,94.3,94.3,35.229,2024-11-25,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2024-11-25 20:56:00,2024-11-26 00:05:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,75325.00000000019,75690.20000000019,365.1999999999971,46.1,112.7,112.7,35.564,2024-11-25,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
12_UJ_Short_Core,UJ,Short,2024-11-26 08:04:00,2024-11-26 14:56:00,32.2,TimeExit,8,4,50,999,0.01,0.5,0.005,75554.90000000018,75690.20000000019,135.3000000000029,117.4,117.4,87.3,27.871,2024-11-26,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2024-11-27 13:55:00,2024-11-28 04:55:00,-11.2,TimeExit,13,55,70,250,0.01,1.0,0.01,75485.30000000018,75690.20000000019,204.9000000000088,143.4,245.4,185.2,30.807,2024-11-27,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
13_UJ_Fix_MidWeek,UJ,Long,2024-11-27 18:04:00,2024-11-27 22:03:00,-25.5,TimeExit,18,4,95,95,0.01,0.5,0.005,75485.60000000018,75690.20000000019,204.60000000000585,153.1,269.2,229.1,28.436,2024-11-27,CrossJPY_16,P90,28.243,Rejected,H1_ATR_Over_P90
2_EJ_NightBlitz_20,EJ,Long,2024-11-27 20:56:00,2024-11-28 04:45:00,10.9,TimeExit,20,56,45,70,0.01,1.0,0.01,75496.50000000017,75690.20000000019,193.70000000001164,143.4,263.0,230.8,33.414,2024-11-27,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
12_UJ_Short_Core,UJ,Short,2024-11-28 08:04:00,2024-11-28 09:05:00,-50.0,SL,8,4,50,999,0.01,0.5,0.005,75444.60000000018,75690.20000000019,245.60000000000585,271.8,277.9,135.0,36.807,2024-11-28,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2024-12-02 13:55:00,2024-12-02 16:35:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,75560.70000000017,75690.20000000019,129.50000000001455,85.2,63.0,63.0,30.729,2024-12-02,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2024-12-02 20:56:00,2024-12-02 21:54:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,75465.70000000017,75690.20000000019,224.50000000001447,85.2,105.3,105.3,31.9,2024-12-02,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
1_EJ_Log1,EJ,Long,2024-12-04 13:55:00,2024-12-05 04:55:00,57.3,TimeExit,13,55,70,250,0.01,1.0,0.01,75335.10000000018,75690.20000000019,355.1000000000058,160.1,180.2,156.3,31.757,2024-12-04,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2024-12-04 20:56:00,2024-12-05 01:20:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,75277.80000000018,75690.20000000019,412.40000000000873,160.1,244.8,244.8,30.829,2024-12-04,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
19_EA_3_WedThu_Long,EA,Long,2024-12-04 20:56:00,2024-12-05 10:00:00,-14.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,75295.00000000019,75690.20000000019,395.1999999999971,80.6,197.2,197.2,31.557,2024-12-04,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2024-12-09 13:55:00,2024-12-10 04:55:00,172.1,TimeExit,13,55,70,250,0.01,1.0,0.01,75968.60000000018,75968.60000000018,0.0,49.8,68.8,68.8,28.121,2024-12-09,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
1_EJ_Log1,EJ,Long,2024-12-16 13:55:00,2024-12-17 04:55:00,30.0,TimeExit,13,55,70,250,0.01,1.0,0.01,76457.10000000015,76457.10000000015,0.0,54.0,133.5,133.5,26.707,2024-12-16,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2024-12-16 20:56:00,2024-12-17 00:15:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,76427.10000000015,76427.10000000015,0.0,54.0,133.5,133.5,31.329,2024-12-16,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
12_UJ_Short_Core,UJ,Short,2024-12-20 09:55:00,2024-12-20 10:20:00,50.0,TP,9,55,20,50,0.01,0.5,0.005,76522.80000000015,76573.10000000015,50.30000000000291,366.7,345.9,77.1,29.679,2024-12-20,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2024-12-23 08:04:00,2024-12-23 14:56:00,-14.3,TimeExit,8,4,50,999,0.01,0.5,0.005,76555.20000000014,76583.10000000015,27.90000000000873,82.4,25.8,25.8,26.893,2024-12-23,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2024-12-23 13:55:00,2024-12-24 04:55:00,-0.4,TimeExit,13,55,70,250,0.01,1.0,0.01,76626.70000000014,76627.10000000014,0.3999999999941792,50.4,72.0,72.0,26.157,2024-12-23,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
1_EJ_Log1,EJ,Long,2025-01-13 13:55:00,2025-01-13 18:27:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,77111.50000000015,77181.50000000015,70.0,79.6,103.6,103.6,36.057,2025-01-13,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2025-01-13 20:56:00,2025-01-14 04:45:00,61.1,TimeExit,20,56,45,70,0.01,1.0,0.01,77204.60000000015,77204.60000000015,0.0,79.6,175.5,175.5,40.107,2025-01-13,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
3_EJ_NightBlitz_21,EJ,Long,2025-01-13 21:56:00,2025-01-14 01:22:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,77143.50000000015,77181.50000000015,38.0,79.6,175.5,175.5,42.086,2025-01-13,CrossJPY_16,P95,38.275,Rejected,H1_ATR_Over_P95
4_GJ_Port_Log1,GJ,Long,2025-01-14 00:00:00,2025-01-14 06:48:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,77294.60000000015,77294.60000000015,0.0,267.9,267.9,,64.993,2025-01-14,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
12_UJ_Short_Core,UJ,Short,2025-01-20 09:55:00,2025-01-20 14:56:00,2.1,TimeExit,9,55,20,50,0.01,0.5,0.005,77546.70000000017,77709.40000000017,162.6999999999971,59.9,55.3,55.3,21.729,2025-01-20,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2025-01-27 08:04:00,2025-01-27 14:56:00,-24.1,TimeExit,8,4,50,999,0.01,0.5,0.005,78167.60000000017,78219.40000000017,51.80000000000291,87.6,45.3,45.3,33.471,2025-01-27,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2025-01-27 13:55:00,2025-01-27 17:39:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,78077.70000000016,78219.40000000017,141.70000000001164,57.9,71.6,71.6,29.807,2025-01-27,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2025-01-27 20:56:00,2025-01-28 04:45:00,38.2,TimeExit,20,56,45,70,0.01,1.0,0.01,78074.70000000016,78219.40000000017,144.70000000001164,57.9,191.3,191.3,37.193,2025-01-27,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
3_EJ_NightBlitz_21,EJ,Long,2025-01-27 21:56:00,2025-01-28 05:27:00,23.6,TimeExit,21,56,75,70,0.01,1.0,0.01,78098.30000000016,78219.40000000017,121.10000000000582,57.9,191.3,191.3,38.464,2025-01-27,CrossJPY_16,P95,38.275,Rejected,H1_ATR_Over_P95
12_UJ_Short_Core,UJ,Short,2025-01-28 08:04:00,2025-01-28 09:25:00,-50.0,SL,8,4,50,999,0.01,0.5,0.005,78054.20000000016,78219.40000000017,165.20000000001164,253.4,253.4,61.6,39.079,2025-01-28,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2025-01-30 09:55:00,2025-01-30 14:56:00,12.1,TimeExit,9,55,20,50,0.01,0.5,0.005,77920.90000000015,78219.40000000017,298.5000000000145,78.9,109.8,91.6,23.729,2025-01-30,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
13_UJ_Fix_MidWeek,UJ,Long,2025-01-30 18:04:00,2025-01-30 22:03:00,-41.4,TimeExit,18,4,95,95,0.01,0.5,0.005,77858.20000000016,78219.40000000017,361.2000000000117,78.9,132.4,132.4,28.593,2025-01-30,CrossJPY_16,P90,28.243,Rejected,H1_ATR_Over_P90
7_GJ_Mon_Blitz,GJ,Long,2025-02-03 18:02:00,2025-02-03 23:02:00,-27.5,TimeExit,18,2,130,250,0.01,2.0,0.02,77725.40000000014,78219.40000000017,494.0000000000291,143.2,147.0,147.0,59.607,2025-02-03,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
2_EJ_NightBlitz_20,EJ,Long,2025-02-03 20:56:00,2025-02-04 00:14:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,77750.40000000014,78219.40000000017,469.0000000000291,129.4,147.3,147.3,59.821,2025-02-03,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
21_GA_B_3,GA,Long,2025-02-03 21:02:00,2025-02-04 10:00:00,-35.7,TimeExit,21,2,220,100,0.0001,2.0,0.0002,77959.40000000014,78219.40000000017,260.0000000000291,65.5,218.4,218.4,46.329,2025-02-03,GA,P90,44.611,Rejected,H1_ATR_Over_P90
3_EJ_NightBlitz_21,EJ,Long,2025-02-03 21:56:00,2025-02-04 00:24:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,77820.40000000014,78219.40000000017,399.0000000000291,129.4,147.3,147.3,58.707,2025-02-03,CrossJPY_16,P95,38.275,Rejected,H1_ATR_Over_P95
5_GJ_Port_Log2,GJ,Short,2025-02-04 09:55:00,2025-02-04 23:55:00,0.8,TimeExit,9,55,90,999,0.01,2.0,0.02,77910.20000000014,78219.40000000017,309.2000000000262,147.0,312.0,312.0,67.379,2025-02-04,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2025-02-04 09:59:00,2025-02-05 05:26:00,19.5,TimeExit,9,59,90,180,0.0001,1.5,0.00015,77929.70000000014,78219.40000000017,289.7000000000262,195.6,213.1,119.4,31.407,2025-02-04,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
2_EJ_NightBlitz_20,EJ,Long,2025-02-05 20:56:00,2025-02-06 00:16:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,77839.70000000014,78219.40000000017,379.7000000000262,272.5,184.1,179.9,36.329,2025-02-05,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
2_EJ_NightBlitz_20,EJ,Long,2025-02-10 20:56:00,2025-02-10 23:06:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,77688.00000000015,78219.40000000017,531.4000000000233,157.8,192.2,192.2,30.679,2025-02-10,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
12_UJ_Short_Core,UJ,Short,2025-02-20 09:55:00,2025-02-20 11:03:00,50.0,TP,9,55,20,50,0.01,0.5,0.005,77711.70000000013,78219.40000000017,507.7000000000408,98.3,134.0,85.7,21.15,2025-02-20,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2025-02-24 08:04:00,2025-02-24 14:56:00,-14.9,TimeExit,8,4,50,999,0.01,0.5,0.005,77742.90000000013,78219.40000000017,476.50000000004366,91.3,14.5,14.5,26.136,2025-02-24,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
2_EJ_NightBlitz_20,EJ,Long,2025-02-24 20:56:00,2025-02-24 23:47:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,77753.90000000013,78219.40000000017,465.50000000004366,123.6,121.9,121.9,31.521,2025-02-24,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
12_UJ_Short_Core,UJ,Short,2025-02-25 09:55:00,2025-02-25 12:50:00,50.0,TP,9,55,20,50,0.01,0.5,0.005,77919.20000000013,78219.40000000017,300.20000000004075,102.9,134.0,99.6,23.429,2025-02-25,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2025-02-27 08:04:00,2025-02-27 14:56:00,-31.5,TimeExit,8,4,50,999,0.01,0.5,0.005,77778.30000000013,78219.40000000017,441.1000000000349,117.0,127.2,107.4,27.25,2025-02-27,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2025-03-03 13:55:00,2025-03-03 17:25:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,77594.80000000015,78219.40000000017,624.6000000000204,135.6,86.3,86.3,43.714,2025-03-03,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2025-03-03 20:56:00,2025-03-04 00:37:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,77679.80000000015,78219.40000000017,539.6000000000204,135.6,205.3,205.3,40.279,2025-03-03,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
3_EJ_NightBlitz_21,EJ,Long,2025-03-03 21:56:00,2025-03-04 00:08:00,-75.0,SL,21,56,75,70,0.01,1.0,0.01,77724.80000000015,78219.40000000017,494.6000000000204,135.6,254.9,254.9,43.236,2025-03-03,CrossJPY_16,P95,38.275,Rejected,H1_ATR_Over_P95
5_GJ_Port_Log2,GJ,Short,2025-03-04 09:55:00,2025-03-04 23:55:00,59.7,TimeExit,9,55,90,999,0.01,2.0,0.02,77548.80000000015,78219.40000000017,670.6000000000204,316.2,316.2,208.3,60.429,2025-03-04,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
4_GJ_Port_Log1,GJ,Long,2025-03-05 00:00:00,2025-03-05 02:15:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,77548.80000000015,78219.40000000017,670.6000000000204,265.7,265.7,,59.236,2025-03-05,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2025-03-05 09:59:00,2025-03-05 23:29:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,77388.80000000015,78219.40000000017,830.6000000000204,173.4,133.7,74.1,30.214,2025-03-05,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2025-03-05 13:55:00,2025-03-06 04:55:00,155.3,TimeExit,13,55,70,250,0.01,1.0,0.01,77684.10000000015,78219.40000000017,535.3000000000175,199.4,394.3,394.3,61.857,2025-03-05,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2025-03-05 20:56:00,2025-03-06 00:00:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,77458.80000000015,78219.40000000017,760.6000000000204,199.4,457.8,457.8,51.679,2025-03-05,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
19_EA_3_WedThu_Long,EA,Long,2025-03-05 20:56:00,2025-03-06 10:00:00,39.5,TimeExit,20,56,90,999,0.0001,1.5,0.00015,77723.60000000015,78219.40000000017,495.8000000000175,173.4,161.5,124.0,32.179,2025-03-05,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
3_EJ_NightBlitz_21,EJ,Long,2025-03-05 21:56:00,2025-03-06 02:53:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,77528.80000000015,78219.40000000017,690.6000000000204,199.4,457.8,457.8,45.986,2025-03-05,CrossJPY_16,P95,38.275,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2025-03-10 09:59:00,2025-03-11 05:26:00,-36.6,TimeExit,9,59,90,180,0.0001,1.5,0.00015,77856.60000000015,78219.40000000017,362.8000000000175,94.3,71.2,71.2,39.107,2025-03-10,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2025-03-10 13:55:00,2025-03-10 17:51:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,77918.30000000016,78219.40000000017,301.1000000000058,134.0,59.5,59.5,49.721,2025-03-10,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2025-03-10 20:56:00,2025-03-10 22:20:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,77873.30000000016,78219.40000000017,346.1000000000058,134.0,147.6,147.6,40.029,2025-03-10,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
3_EJ_NightBlitz_21,EJ,Long,2025-03-10 21:56:00,2025-03-11 05:27:00,12.0,TimeExit,21,56,75,70,0.01,1.0,0.01,77868.60000000015,78219.40000000017,350.80000000001746,134.0,147.6,147.6,44.614,2025-03-10,CrossJPY_16,P95,38.275,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2025-03-11 09:59:00,2025-03-11 23:02:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,77651.50000000015,78219.40000000017,567.9000000000233,138.1,187.7,134.4,34.579,2025-03-11,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
4_GJ_Port_Log1,GJ,Long,2025-03-12 00:00:00,2025-03-12 03:21:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,77741.50000000015,78219.40000000017,477.9000000000233,280.3,280.3,,55.836,2025-03-12,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2025-03-17 09:59:00,2025-03-18 05:26:00,92.5,TimeExit,9,59,90,180,0.0001,1.5,0.00015,78266.30000000019,78266.30000000019,0.0,50.3,30.0,30.0,29.386,2025-03-17,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2025-03-17 13:55:00,2025-03-18 04:55:00,81.5,TimeExit,13,55,70,250,0.01,1.0,0.01,78173.80000000019,78219.40000000017,45.59999999997672,52.0,71.6,71.6,28.536,2025-03-17,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
1_EJ_Log1,EJ,Long,2025-03-19 13:55:00,2025-03-19 16:36:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,78017.00000000019,78266.30000000019,249.3000000000029,202.9,116.9,65.2,26.693,2025-03-19,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
12_UJ_Short_Core,UJ,Short,2025-03-20 09:55:00,2025-03-20 14:56:00,-10.7,TimeExit,9,55,20,50,0.01,0.5,0.005,78006.30000000019,78266.30000000019,260.0,105.1,186.3,176.6,31.843,2025-03-20,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2025-03-24 08:04:00,2025-03-24 14:56:00,-20.3,TimeExit,8,4,50,999,0.01,0.5,0.005,77984.00000000019,78266.30000000019,282.3000000000029,66.0,29.0,29.0,24.421,2025-03-24,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2025-03-24 13:55:00,2025-03-25 04:55:00,60.6,TimeExit,13,55,70,250,0.01,1.0,0.01,78126.70000000022,78266.30000000019,139.59999999997672,86.5,76.3,76.3,30.257,2025-03-24,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
12_UJ_Short_Core,UJ,Short,2025-03-27 08:04:00,2025-03-27 14:56:00,10.1,TimeExit,8,4,50,999,0.01,0.5,0.005,78575.60000000022,78603.5000000002,27.899999999979627,107.6,90.5,45.7,21.657,2025-03-27,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2025-03-31 13:55:00,2025-04-01 04:55:00,73.1,TimeExit,13,55,70,250,0.01,1.0,0.01,79204.00000000022,79204.00000000022,0.0,85.8,96.8,96.8,35.45,2025-03-31,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2025-03-31 20:56:00,2025-04-01 03:17:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,79130.90000000021,79130.90000000021,0.0,85.8,109.9,109.9,38.35,2025-03-31,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
1_EJ_Log1,EJ,Long,2025-04-02 13:55:00,2025-04-03 04:55:00,101.2,TimeExit,13,55,70,250,0.01,1.0,0.01,79554.3000000002,79554.3000000002,0.0,170.7,136.2,87.1,27.143,2025-04-02,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
5_GJ_Port_Log2,GJ,Short,2025-04-03 09:55:00,2025-04-03 17:19:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,79684.8000000002,79774.8000000002,90.0,134.8,347.6,347.6,63.679,2025-04-03,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
22_GA_C_2,GA,Long,2025-04-03 16:56:00,2025-04-03 19:01:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,79614.8000000002,79774.8000000002,160.0,144.6,370.3,318.5,63.457,2025-04-03,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2025-04-03 20:56:00,2025-04-04 10:00:00,50.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,79735.7000000002,79774.8000000002,39.10000000000582,117.6,401.2,357.2,55.157,2025-04-03,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2025-04-07 09:59:00,2025-04-07 15:47:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,79770.7000000002,79860.7000000002,90.0,240.4,304.7,304.7,156.014,2025-04-07,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2025-04-07 13:55:00,2025-04-08 04:55:00,132.5,TimeExit,13,55,70,250,0.01,1.0,0.01,79721.3000000002,79860.7000000002,139.39999999999418,157.4,237.9,237.9,90.707,2025-04-07,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
7_GJ_Mon_Blitz,GJ,Long,2025-04-07 18:02:00,2025-04-07 23:02:00,4.3,TimeExit,18,2,130,250,0.01,2.0,0.02,79808.8000000002,79860.7000000002,51.89999999999418,205.4,274.3,274.3,100.85,2025-04-07,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
2_EJ_NightBlitz_20,EJ,Long,2025-04-07 20:56:00,2025-04-07 21:45:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,79840.7000000002,79860.7000000002,20.0,157.4,276.9,276.9,84.057,2025-04-07,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
21_GA_B_3,GA,Long,2025-04-07 21:02:00,2025-04-07 23:11:00,-220.0,SL,21,2,220,100,0.0001,2.0,0.0002,79588.8000000002,79860.7000000002,271.8999999999942,239.6,482.7,482.7,126.836,2025-04-07,GA,P90,44.611,Rejected,H1_ATR_Over_P90
3_EJ_NightBlitz_21,EJ,Long,2025-04-07 21:56:00,2025-04-07 22:44:00,-75.0,SL,21,56,75,70,0.01,1.0,0.01,79765.7000000002,79860.7000000002,95.0,157.4,337.1,337.1,68.05,2025-04-07,CrossJPY_16,P95,38.275,Rejected,H1_ATR_Over_P95
4_GJ_Port_Log1,GJ,Long,2025-04-08 00:00:00,2025-04-08 08:55:00,-3.8,TimeExit,0,0,130,90,0.01,2.0,0.02,79717.5000000002,79860.7000000002,143.1999999999971,398.7,398.7,,93.086,2025-04-08,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
5_GJ_Port_Log2,GJ,Short,2025-04-08 09:55:00,2025-04-08 23:55:00,47.8,TimeExit,9,55,90,999,0.01,2.0,0.02,80070.3000000002,80070.3000000002,0.0,398.7,294.6,144.2,82.829,2025-04-08,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2025-04-08 09:59:00,2025-04-08 16:24:00,180.0,TP,9,59,90,180,0.0001,1.5,0.00015,80022.5000000002,80022.5000000002,0.0,544.2,503.0,263.2,115.243,2025-04-08,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
4_GJ_Port_Log1,GJ,Long,2025-04-09 00:00:00,2025-04-09 04:37:00,-130.0,SL,0,0,130,90,0.01,2.0,0.02,79940.3000000002,80070.3000000002,130.0,184.5,184.5,,57.329,2025-04-09,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
5_GJ_Port_Log2,GJ,Short,2025-04-10 09:55:00,2025-04-10 23:55:00,122.5,TimeExit,9,55,90,999,0.01,2.0,0.02,80442.8000000002,80442.8000000002,0.0,368.9,544.7,534.9,101.9,2025-04-10,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
22_GA_C_2,GA,Long,2025-04-10 16:56:00,2025-04-10 19:09:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,80320.3000000002,80390.3000000002,70.0,529.8,643.4,571.1,101.379,2025-04-10,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2025-04-10 20:56:00,2025-04-11 10:00:00,301.8,TimeExit,20,56,90,999,0.0001,1.5,0.00015,80744.60000000021,80744.60000000021,0.0,466.6,740.0,740.0,82.186,2025-04-10,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
5_GJ_Port_Log2,GJ,Short,2025-04-11 09:55:00,2025-04-11 22:39:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,80824.60000000021,80914.60000000021,90.0,534.9,335.6,187.1,62.279,2025-04-11,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
24_GA_D_1,GA,Long,2025-04-11 22:44:00,2025-04-12 03:08:00,-64.2,TimeExit,22,44,90,200,0.0001,2.0,0.0002,80893.70000000022,80957.90000000021,64.19999999999709,571.1,369.2,369.2,89.607,2025-04-11,GA,P85,40.244,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2025-04-14 09:59:00,2025-04-15 05:26:00,105.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,81098.20000000022,81128.40000000021,30.19999999999709,241.7,139.2,139.2,93.264,2025-04-14,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2025-04-14 13:55:00,2025-04-15 04:55:00,-15.4,TimeExit,13,55,70,250,0.01,1.0,0.01,80993.00000000022,81128.40000000021,135.39999999999418,67.9,117.9,117.9,42.793,2025-04-14,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
