Candidate,RiskPct,TradingWeekStart,StartCapital,RiskAmount,Trades,NetProfitJPY,ReturnPct,FinalCapital
M0_BASELINE,2.0,2016-10-24 06:00:00,52104775.36144326085857303026146596437382,1042095.507228865217171460605229319287476,25,5376155.653900320211992290949760862869801,10.31797108155002891844997108155002891844,57480931.01534358107056532121122682724362
M0_BASELINE,2.0,2016-10-31 06:00:00,57480931.01534358107056532121122682724362,1149618.620306871621411306424224536544872,11,-720600.7048949298277969987492918482596008,-1.253634365634365634365634365634365634365,56760330.31044865124276832246193497898402
M0_BASELINE,2.0,2016-11-07 06:00:00,56760330.31044865124276832246193497898402,1135206.60620897302485536644923869957968,42,-439305.5513617407833023626215570991527256,-0.7739658119658119658119658119658119658075,56321024.75908691045946595984037787983129
M0_BASELINE,2.0,2016-11-14 06:00:00,56321024.75908691045946595984037787983129,1126420.495181738209189319196807557596626,31,5145567.030006578871650275283508609540199,9.136138861138861138861138861138861138858,61466591.78909348933111623512388648937149
M0_BASELINE,2.0,2016-11-21 06:00:00,61466591.78909348933111623512388648937149,1229331.83578186978662232470247772978743,32,13151142.19654094106668018931131056218097,21.39559362859362859362859362859362859363,74617733.98563443039779642443519705155246
M0_BASELINE,2.0,2016-11-28 06:00:00,74617733.98563443039779642443519705155246,1492354.679712688607955928488703941031049,20,1398069.043061153179786288539869015432036,1.873641785115469325995641785115469325993,76015803.02869558357758271297506606698450
M0_BASELINE,2.0,2016-12-05 06:00:00,76015803.02869558357758271297506606698450,1520316.06057391167155165425950132133969,28,18588362.51514709334191342659899298696795,24.45328704628704628704628704628704628705,94604165.54384267691949613957405905395245
M0_BASELINE,2.0,2016-12-12 06:00:00,94604165.54384267691949613957405905395245,1892083.310876853538389922791481181079049,34,1635941.456306929655590495302125396727595,1.729248862248862248862248862248862248861,96240107.00014960657508663487618445068004
M0_BASELINE,2.0,2016-12-19 06:00:00,96240107.00014960657508663487618445068004,1924802.140002992131501732697523689013601,27,-8179323.095536899574865888960890206789189,-8.498871572871572871572871572871572871580,88060783.90461270700022074591529424389085
M0_BASELINE,2.0,2017-01-02 06:00:00,88060783.90461270700022074591529424389085,1761215.678092254140004414918305884877817,10,4707198.347256726223713387046735633265506,5.345396825396825396825396825396825396826,92767982.25186943322393413296202987715636
M0_BASELINE,2.0,2017-01-09 06:00:00,92767982.25186943322393413296202987715636,1855359.645037388664478682659240597543127,46,4081571.063741979230075731696953498389000,4.399762681762681762681762681762681762682,96849553.31561141245400986465898337554536
M0_BASELINE,2.0,2017-01-16 06:00:00,96849553.31561141245400986465898337554536,1936991.066312228249080197293179667510907,19,1656724.863991691714435895677374437266506,1.710616938616938616938616938616938616940,98506278.17960310416844576033635781281187
M0_BASELINE,2.0,2017-01-23 06:00:00,98506278.17960310416844576033635781281187,1970125.563592062083368915206727156256237,30,-9503673.560607474599784941620401484835800,-9.647784624731993153045784624731993153048,89002604.61899562956866081871595632797607
M0_BASELINE,2.0,2017-01-30 06:00:00,89002604.61899562956866081871595632797607,1780052.092379912591373216374319126559521,12,-6035136.607639358822260222609483943434636,-6.780853923853923853923853923853923853923,82967468.01135627074640059610647238454143
M0_BASELINE,2.0,2017-02-06 06:00:00,82967468.01135627074640059610647238454143,1659349.360227125414928011922129447690829,31,2824244.291436233242151684041275687076573,3.404038184038184038184038184038184038184,85791712.30279250398855228014774807161800
M0_BASELINE,2.0,2017-02-13 06:00:00,85791712.30279250398855228014774807161800,1715834.24605585007977104560295496143236,30,11715267.41828303836058157444979661614659,13.65547685647685647685647685647685647685,97506979.72107554234913385459754468776459
