Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio,TradingWeekStart,Dataset,WeekStartBalance,RiskAmountYen,RMultiple,YenPnL,Equity,PeakEquity,DrawdownYen,DrawdownPct
3_EJ_NightBlitz_21,EJ,Long,2022-12-19 21:56:00,2022-12-20 01:24:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,59578.3,59635.50000000001,57.200000000004366,99.8,122.5,122.5,38.179,2022-12-19,CrossJPY_16,23.232,Rejected,1.6433798209366393,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,0.9333333333333333,24930646.23003942,1429456199.0891626,1429456199.0891626,0.0,0.0
1_EJ_Log1,EJ,Long,2022-12-19 13:55:00,2022-12-20 04:55:00,83.0,TimeExit,13,55,70,250,0.01,1.0,0.01,59661.3,59661.3,0.0,99.8,94.9,94.9,40.05,2022-12-19,CrossJPY_16,23.232,Rejected,1.7239152892561982,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,1.1857142857142857,31672096.48612151,1461128295.575284,1461128295.575284,0.0,0.0
18_EA_2_MonWed_Short,EA,Short,2022-12-19 09:59:00,2022-12-20 05:26:00,-11.7,TimeExit,9,59,90,180,0.0001,1.5,0.00015,59649.600000000006,59661.3,11.69999999999709,72.7,74.4,74.4,35.521,2022-12-19,EA_Rev4,27.414,Rejected,1.2957248121397826,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,-0.13,-3472482.8677554913,1457655812.7075286,1461128295.575284,3472482.867755413,0.23765762926302147
21_GA_B_3,GA,Long,2022-12-19 21:02:00,2022-12-20 10:00:00,-55.6,TimeExit,21,2,220,100,0.0001,2.0,0.0002,59594.00000000001,59661.3,67.29999999999563,75.9,133.8,133.8,37.786,2022-12-19,GA,33.129,Rejected,1.1405717045488848,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,-0.25272727272727274,-6750700.959692493,1450905111.747836,1461128295.575284,10223183.827447891,0.6996773560820516
17_EA_1B_Wed_Short,EA,Short,2022-12-21 09:59:00,2022-12-21 20:58:00,3.2,TimeExit,9,59,70,175,0.0001,1.5,0.00015,59457.2,59661.3,204.0999999999985,199.8,200.2,110.3,29.936,2022-12-21,EA_Rev4,27.414,Rejected,1.0919967899613336,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,0.045714285714285714,1221092.8765733594,1452126204.6244094,1461128295.575284,9002090.950874567,0.6161054424950556
2_EJ_NightBlitz_20,EJ,Long,2022-12-21 20:56:00,2022-12-21 23:01:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,59527.2,59661.3,134.09999999999854,567.4,253.6,190.3,35.236,2022-12-21,CrossJPY_16,23.232,Rejected,1.5167011019283745,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,1.5555555555555556,41551077.0500657,1493677281.6744752,1493677281.6744752,0.0,0.0
1_EJ_Log1,EJ,Long,2022-12-21 13:55:00,2022-12-22 04:55:00,9.6,TimeExit,13,55,70,250,0.01,1.0,0.01,59536.8,59661.3,124.5,567.4,281.4,190.3,48.1,2022-12-21,CrossJPY_16,23.232,Rejected,2.0704201101928374,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,0.13714285714285715,3663278.6297200783,1497340560.3041952,1497340560.3041952,0.0,0.0
18_EA_2_MonWed_Short,EA,Short,2022-12-21 09:59:00,2022-12-22 05:26:00,52.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,59588.9,59661.3,72.40000000000146,199.8,200.2,110.3,29.936,2022-12-21,EA_Rev4,27.414,Rejected,1.0919967899613336,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,0.5788888888888889,15462936.530774452,1512803496.8349695,1512803496.8349695,0.0,0.0
3_EJ_NightBlitz_21,EJ,Long,2022-12-21 21:56:00,2022-12-22 05:27:00,23.9,TimeExit,21,56,75,70,0.01,1.0,0.01,59612.8,59661.3,48.5,567.4,218.5,190.3,36.136,2022-12-21,CrossJPY_16,23.232,Rejected,1.5554407713498624,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,0.31866666666666665,8512034.92711346,1521315531.762083,1521315531.762083,0.0,0.0
19_EA_3_WedThu_Long,EA,Long,2022-12-21 20:56:00,2022-12-22 09:43:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,59522.8,59661.3,138.5,199.8,116.3,116.3,30.85,2022-12-21,EA_Rev4,27.414,Rejected,1.1253374188370906,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,-1.0,-26711406.675042238,1494604125.087041,1521315531.762083,26711406.675042152,1.7558097657823373
5_GJ_Port_Log2,GJ,Short,2022-12-22 09:55:00,2022-12-22 23:55:00,84.0,TimeExit,9,55,90,999,0.01,2.0,0.02,59606.8,59661.3,54.5,244.1,156.5,53.2,41.029,2022-12-22,CrossJPY_16,31.189,Rejected,1.3154958478950913,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,0.9333333333333333,24930646.23003942,1519534771.3170803,1521315531.762083,1780760.4450027943,0.11705398438548811
10_AJ_SatA,AJ,Short,2022-12-23 10:58:00,2022-12-23 13:51:00,-4.2,TimeExit,10,58,50,25,0.01,1.5,0.015,59876.2,59880.4,4.19999999999709,79.6,120.0,54.5,20.893,2022-12-23,CrossJPY_16,19.679,Rejected,1.0616901265308198,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,-0.084,-2243758.160703548,1517291013.1563766,1521315531.762083,4024518.6057064533,0.26454200471121225
12_UJ_Short_Core,UJ,Short,2022-12-23 08:04:00,2022-12-23 14:56:00,-34.5,TimeExit,8,4,50,999,0.01,0.5,0.005,59841.7,59880.4,38.69999999999709,108.4,108.4,34.4,22.021,2022-12-23,CrossJPY_16,19.629,Rejected,1.121860512507005,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,-0.69,-18430870.60577914,1498860142.5505974,1521315531.762083,22455389.211485624,1.4760507431010308
5_GJ_Port_Log2,GJ,Short,2022-12-23 09:55:00,2022-12-23 23:55:00,-63.3,TimeExit,9,55,90,999,0.01,2.0,0.02,59763.4,59880.4,117.0,143.7,145.7,74.0,33.75,2022-12-23,CrossJPY_16,31.189,Rejected,1.0821122831767611,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,-0.7033333333333333,-18787022.694779705,1480073119.8558178,1521315531.762083,41242411.90626526,2.7109702783679404
11_AJ_SatB,AJ,Short,2022-12-23 18:57:00,2022-12-24 01:43:00,-28.7,TimeExit,18,57,55,95,0.01,1.5,0.015,59734.7,59880.4,145.6999999999971,79.6,102.4,76.0,19.75,2022-12-23,CrossJPY_16,19.679,Rejected,1.0036079069058388,2022-12-19 06:00:00,Rejected_H1_ATR_P70,1335570333.752112,26711406.675042238,-0.5218181818181818,-13938497.664976588,1466134622.1908412,1521315531.762083,55180909.571241856,3.6271837379670915
4_GJ_Port_Log1,GJ,Long,2023-01-04 00:00:00,2023-01-04 08:55:00,42.3,TimeExit,0,0,130,90,0.01,2.0,0.02,59713.600000000006,59880.4,166.79999999999563,302.8,302.8,,52.429,2023-01-04,CrossJPY_16,31.189,Rejected,1.681009330212575,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,0.3253846153846154,9541153.0028727,1475675775.193714,1521315531.762083,45639756.56836915,3.0000191029080154
17_EA_1B_Wed_Short,EA,Short,2023-01-04 09:59:00,2023-01-04 16:45:00,175.0,TP,9,59,70,175,0.0001,1.5,0.00015,59888.600000000006,59888.600000000006,0.0,124.1,124.1,69.2,32.607,2023-01-04,EA_Rev4,27.414,Rejected,1.1894287590282338,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,2.5,73306731.10954201,1548982506.303256,1548982506.303256,0.0,0.0
2_EJ_NightBlitz_20,EJ,Long,2023-01-04 20:56:00,2023-01-04 23:52:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,59958.600000000006,59958.600000000006,0.0,261.5,101.2,96.8,30.107,2023-01-04,CrossJPY_16,23.232,Rejected,1.2959280303030303,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,1.5555555555555556,45613077.134826146,1594595583.4380822,1594595583.4380822,0.0,0.0
3_EJ_NightBlitz_21,EJ,Long,2023-01-04 21:56:00,2023-01-05 00:14:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,60028.600000000006,60028.600000000006,0.0,261.5,123.5,119.1,30.307,2023-01-04,CrossJPY_16,23.232,Rejected,1.3045368457300275,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,0.9333333333333333,27367846.280895688,1621963429.718978,1621963429.718978,0.0,0.0
1_EJ_Log1,EJ,Long,2023-01-04 13:55:00,2023-01-05 04:55:00,232.7,TimeExit,13,55,70,250,0.01,1.0,0.01,60261.3,60261.3,0.0,261.5,117.4,89.1,32.4,2023-01-04,CrossJPY_16,23.232,Rejected,1.3946280991735538,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,3.3242857142857143,97477007.59537387,1719440437.3143518,1719440437.3143518,0.0,0.0
19_EA_3_WedThu_Long,EA,Long,2023-01-04 20:56:00,2023-01-05 10:00:00,122.7,TimeExit,20,56,90,999,0.0001,1.5,0.00015,60384.0,60384.0,0.0,124.1,310.2,280.1,41.921,2023-01-04,EA_Rev4,27.414,Rejected,1.5291821696943166,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,1.3633333333333333,39976604.03173691,1759417041.3460886,1759417041.3460886,0.0,0.0
22_GA_C_2,GA,Long,2023-01-05 16:56:00,2023-01-05 21:52:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,60314.0,60384.0,70.0,342.6,197.7,169.2,36.429,2023-01-05,GA,33.129,Rejected,1.0996106130580459,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,-1.0,-29322692.443816807,1730094348.9022717,1759417041.3460886,29322692.4438169,1.6666140974389332
9_AJ_Core2,AJ,Short,2023-01-05 17:14:00,2023-01-05 21:55:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,60284.0,60384.0,100.0,228.4,160.3,103.0,24.921,2023-01-05,CrossJPY_16,19.679,Rejected,1.2663753239493878,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,-1.0,-29322692.443816807,1700771656.4584548,1759417041.3460886,58645384.8876338,3.3332281948778664
5_GJ_Port_Log2,GJ,Short,2023-01-05 09:55:00,2023-01-05 23:55:00,13.6,TimeExit,9,55,90,999,0.01,2.0,0.02,60297.6,60384.0,86.40000000000146,178.9,367.5,228.0,45.514,2023-01-05,CrossJPY_16,31.189,Rejected,1.4592965468594699,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,0.1511111111111111,4430984.63595454,1705202641.0944095,1759417041.3460886,54214400.25167918,3.081384286820424
19_EA_3_WedThu_Long,EA,Long,2023-01-05 20:56:00,2023-01-06 10:00:00,26.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,60324.5,60384.0,59.5,283.2,182.9,166.7,32.857,2023-01-05,EA_Rev4,27.414,Rejected,1.1985481870577077,2023-01-02 06:00:00,Rejected_H1_ATR_P70,1466134622.1908402,29322692.443816807,0.29888888888888887,8764226.963763023,1713966868.0581725,1759417041.3460886,45450173.28791618,2.583251851030346
27_EA_China_Demand,EA,Short,2023-01-09 10:00:00,2023-01-09 15:47:00,60.0,TP,10,0,60,60,0.0001,1.5,0.00015,60384.5,60384.5,0.0,97.2,27.0,27.0,35.829,2023-01-09,China_Demand,27.414,Rejected,1.3069599474720945,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,1.0,34279337.36116343,1748246205.4193358,1759417041.3460886,11170835.926752806,0.634916888050957
26_AJ_China_Demand,AJ,Long,2023-01-09 10:00:00,2023-01-09 15:50:00,52.7,TimeExit,10,0,45,80,0.01,1.5,0.015,60437.2,60437.2,0.0,63.0,34.9,34.9,21.129,2023-01-09,China_Demand,19.679,Rejected,1.0736826058234668,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,1.1711111111111112,40144912.86518473,1788391118.2845206,1788391118.2845206,0.0,0.0
25_AU_China_Demand,AU,Long,2023-01-09 10:00:00,2023-01-09 15:50:00,38.2,TimeExit,10,0,40,40,0.0001,1.5,0.00015,60475.4,60475.4,0.0,118.4,26.0,26.0,27.214,2023-01-09,China_Demand,15.267,Rejected,1.7825374991812406,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.9550000000000001,32736767.179911077,1821127885.4644318,1821127885.4644318,0.0,0.0
20_EA_1A_MonTue_Short,EA,Short,2023-01-09 10:01:00,2023-01-09 16:00:00,48.9,TimeExit,10,1,50,125,0.0001,1.5,0.00015,60524.3,60524.3,0.0,97.2,27.0,27.0,35.829,2023-01-09,EA_Rev4,27.414,Rejected,1.3069599474720945,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.978,33525191.939217832,1854653077.4036496,1854653077.4036496,0.0,0.0
28_GA_China_Demand,GA,Short,2023-01-09 10:00:00,2023-01-09 16:10:00,38.3,TimeExit,10,0,75,70,0.0001,2.0,0.0002,60562.6,60562.6,0.0,68.7,37.4,37.4,38.736,2023-01-09,China_Demand,33.129,Rejected,1.1692474870958978,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.5106666666666666,17505314.945767455,1872158392.349417,1872158392.349417,0.0,0.0
8_AJ_Core1,AJ,Long,2023-01-09 08:01:00,2023-01-09 22:46:00,61.0,TimeExit,8,1,70,110,0.01,1.5,0.015,60623.6,60623.6,0.0,63.0,16.3,16.3,20.643,2023-01-09,CrossJPY_16,19.679,Rejected,1.0489862289750496,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.8714285714285714,29871993.986156702,1902030386.3355737,1902030386.3355737,0.0,0.0
7_GJ_Mon_Blitz,GJ,Long,2023-01-09 18:02:00,2023-01-09 23:02:00,-36.9,TimeExit,18,2,130,250,0.01,2.0,0.02,60586.7,60623.6,36.900000000001455,77.9,153.6,153.6,32.371,2023-01-09,CrossJPY_16,31.189,Rejected,1.0378979768508128,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,-0.28384615384615386,-9730058.066361004,1892300328.2692127,1902030386.3355737,9730058.06636095,0.5115616520252734
2_EJ_NightBlitz_20,EJ,Long,2023-01-09 20:56:00,2023-01-10 04:45:00,-17.9,TimeExit,20,56,45,70,0.01,1.0,0.01,60568.8,60623.6,54.80000000000291,47.5,149.4,149.4,30.636,2023-01-09,CrossJPY_16,23.232,Rejected,1.318698347107438,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,-0.39777777777777773,-13635558.63921834,1878664769.6299944,1902030386.3355737,23365616.70557928,1.2284565416746662
1_EJ_Log1,EJ,Long,2023-01-09 13:55:00,2023-01-10 04:55:00,80.8,TimeExit,13,55,70,250,0.01,1.0,0.01,60649.6,60649.6,0.0,47.5,67.3,67.3,29.107,2023-01-09,CrossJPY_16,23.232,Rejected,1.252883953168044,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,1.1542857142857141,39568149.411171496,1918232919.0411658,1918232919.0411658,0.0,0.0
3_EJ_NightBlitz_21,EJ,Long,2023-01-09 21:56:00,2023-01-10 05:27:00,18.8,TimeExit,21,56,75,70,0.01,1.0,0.01,60668.4,60668.4,0.0,47.5,149.4,149.4,31.443,2023-01-09,CrossJPY_16,23.232,Rejected,1.353434917355372,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.25066666666666665,8592687.231864966,1926825606.2730308,1926825606.2730308,0.0,0.0
4_GJ_Port_Log1,GJ,Long,2023-01-10 00:00:00,2023-01-10 08:55:00,-28.3,TimeExit,0,0,130,90,0.01,2.0,0.02,60640.1,60668.4,28.30000000000291,202.8,202.8,,39.536,2023-01-10,CrossJPY_16,31.189,Rejected,1.2676264067459682,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,-0.21769230769230768,-7462348.056314808,1919363258.216716,1926825606.2730308,7462348.056314707,0.3872871541679779
16_UJ_T10A,UJ,Long,2023-01-10 02:58:00,2023-01-10 09:50:00,26.9,TimeExit,2,58,45,110,0.01,0.5,0.005,60667.0,60668.4,1.4000000000014552,135.1,135.1,51.7,35.686,2023-01-10,CrossJPY_16,19.629,Rejected,1.8180243517244892,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.5977777777777777,20491426.111451026,1939854684.328167,1939854684.328167,0.0,0.0
21_GA_B_3,GA,Long,2023-01-09 21:02:00,2023-01-10 10:00:00,55.4,TimeExit,21,2,220,100,0.0001,2.0,0.0002,60722.4,60722.4,0.0,68.7,82.2,82.2,33.836,2023-01-09,GA,33.129,Rejected,1.0213408192218298,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.25181818181818183,8632160.408220246,1948486844.7363873,1948486844.7363873,0.0,0.0
25_AU_China_Demand,AU,Long,2023-01-10 10:00:00,2023-01-10 15:50:00,-9.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,60695.4,60722.4,27.0,72.9,62.8,48.8,15.521,2023-01-10,China_Demand,15.267,Rejected,1.0166371913277004,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,-0.225,-7712850.906261772,1940773993.8301256,1948486844.7363873,7712850.9062616825,0.3958379768945868
5_GJ_Port_Log2,GJ,Short,2023-01-10 09:55:00,2023-01-10 23:55:00,-7.7,TimeExit,9,55,90,999,0.01,2.0,0.02,60661.00000000001,60722.4,61.39999999999418,202.8,193.2,75.5,32.857,2023-01-10,CrossJPY_16,31.189,Rejected,1.0534803937285582,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,-0.08555555555555555,-2932787.752010649,1937841206.078115,1948486844.7363873,10645638.658272266,0.5463541458866008
25_AU_China_Demand,AU,Long,2023-01-11 10:00:00,2023-01-11 15:50:00,15.8,TimeExit,10,0,40,40,0.0001,1.5,0.00015,60685.90000000001,60722.4,36.49999999999272,90.1,68.1,45.5,16.121,2023-01-11,China_Demand,15.267,Rejected,1.0559376432828977,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.395,13540338.257659556,1951381544.3357747,1951381544.3357747,0.0,0.0
28_GA_China_Demand,GA,Short,2023-01-12 10:00:00,2023-01-12 16:10:00,-39.1,TimeExit,10,0,75,70,0.0001,2.0,0.0002,60605.400000000016,60753.40000000001,147.99999999999272,135.5,96.3,66.0,33.571,2023-01-12,China_Demand,33.129,Rejected,1.013341785142926,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,-0.5213333333333333,-17870961.210953202,1933510583.1248214,1951381544.3357747,17870961.210953236,0.9158107117916955
10_AJ_SatA,AJ,Short,2023-01-13 10:58:00,2023-01-13 13:51:00,-5.3,TimeExit,10,58,50,25,0.01,1.5,0.015,60600.10000000001,60753.40000000001,153.29999999999563,156.5,146.1,67.8,25.736,2023-01-13,CrossJPY_16,19.679,Rejected,1.3077900299811984,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,-0.106,-3633609.7602833235,1929876973.3645382,1951381544.3357747,21504570.971236467,1.1020177490997203
26_AJ_China_Demand,AJ,Long,2023-01-13 10:00:00,2023-01-13 15:50:00,-32.7,TimeExit,10,0,45,80,0.01,1.5,0.015,60567.400000000016,60753.40000000001,185.99999999999272,156.5,145.6,58.2,25.736,2023-01-13,China_Demand,19.679,Rejected,1.3077900299811984,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,-0.7266666666666667,-24909651.81577876,1904967321.5487595,1951381544.3357747,46414222.7870152,2.3785314010855836
27_EA_China_Demand,EA,Short,2023-01-13 10:00:00,2023-01-13 15:50:00,18.9,TimeExit,10,0,60,60,0.0001,1.5,0.00015,60586.30000000002,60753.40000000001,167.09999999999127,128.9,119.4,64.0,39.714,2023-01-13,China_Demand,27.414,Rejected,1.4486758590501203,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.315,10797991.268766481,1915765312.8175259,1951381544.3357747,35616231.5182488,1.825180299651348
25_AU_China_Demand,AU,Long,2023-01-13 10:00:00,2023-01-13 15:50:00,4.4,TimeExit,10,0,40,40,0.0001,1.5,0.00015,60590.70000000002,60753.40000000001,162.6999999999898,107.0,108.0,84.1,30.214,2023-01-13,China_Demand,15.267,Rejected,1.979039758957228,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.11000000000000001,3770727.109727978,1919536039.9272537,1951381544.3357747,31845504.408520937,1.6319465816901912
28_GA_China_Demand,GA,Short,2023-01-13 10:00:00,2023-01-13 16:10:00,26.8,TimeExit,10,0,75,70,0.0001,2.0,0.0002,60617.50000000002,60753.40000000001,135.8999999999869,129.7,154.6,74.8,41.229,2023-01-13,China_Demand,33.129,Rejected,1.2444987775061125,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,0.35733333333333334,12249149.883722398,1931785189.810976,1951381544.3357747,19596354.52479863,1.0042297766769637
5_GJ_Port_Log2,GJ,Short,2023-01-13 09:55:00,2023-01-13 23:55:00,186.1,TimeExit,9,55,90,999,0.01,2.0,0.02,60760.70000000002,60760.70000000002,0.0,309.4,311.4,93.4,46.7,2023-01-13,CrossJPY_16,31.189,Rejected,1.4973227740549553,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,2.0677777777777777,70882052.03236127,2002667241.8433373,2002667241.8433373,0.0,0.0
11_AJ_SatB,AJ,Short,2023-01-13 18:57:00,2023-01-14 00:00:00,95.0,TP,18,57,55,95,0.01,1.5,0.015,60855.70000000002,60855.70000000002,0.0,156.5,123.5,99.1,21.586,2023-01-13,CrossJPY_16,19.679,Rejected,1.0969053305554144,2023-01-09 06:00:00,Rejected_H1_ATR_P70,1713966868.0581715,34279337.36116343,1.7272727272727273,59209764.532918654,2061877006.376256,2061877006.376256,0.0,0.0
8_AJ_Core1,AJ,Long,2023-01-16 08:01:00,2023-01-16 22:46:00,21.3,TimeExit,8,1,70,110,0.01,1.5,0.015,60823.50000000002,60855.70000000002,32.19999999999709,63.9,11.6,11.6,22.293,2023-01-16,CrossJPY_16,19.679,Rejected,1.1328319528431323,2023-01-16 06:00:00,Rejected_H1_ATR_P70,2061877006.376255,41237540.1275251,0.30428571428571427,12547994.35308978,2074425000.7293458,2074425000.7293458,0.0,0.0
7_GJ_Mon_Blitz,GJ,Long,2023-01-16 18:02:00,2023-01-16 23:02:00,-10.9,TimeExit,18,2,130,250,0.01,2.0,0.02,60812.60000000002,60855.70000000002,43.09999999999855,88.4,127.9,127.9,37.886,2023-01-16,CrossJPY_16,31.189,Rejected,1.2147231395684377,2023-01-16 06:00:00,Rejected_H1_ATR_P70,2061877006.376255,41237540.1275251,-0.08384615384615385,-3457609.133769412,2070967391.5955763,2074425000.7293458,3457609.133769512,0.16667795329085666
2_EJ_NightBlitz_20,EJ,Long,2023-01-16 20:56:00,2023-01-17 04:45:00,19.5,TimeExit,20,56,45,70,0.01,1.0,0.01,60832.10000000002,60855.70000000002,23.599999999998545,56.8,104.9,104.9,34.479,2023-01-16,CrossJPY_16,23.232,Rejected,1.48411673553719,2023-01-16 06:00:00,Rejected_H1_ATR_P70,2061877006.376255,41237540.1275251,0.43333333333333335,17869600.721927542,2088836992.317504,2088836992.317504,0.0,0.0
1_EJ_Log1,EJ,Long,2023-01-16 13:55:00,2023-01-17 04:55:00,51.1,TimeExit,13,55,70,250,0.01,1.0,0.01,60883.20000000002,60883.20000000002,0.0,56.8,69.8,69.8,30.757,2023-01-16,CrossJPY_16,23.232,Rejected,1.3239066804407715,2023-01-16 06:00:00,Rejected_H1_ATR_P70,2061877006.376255,41237540.1275251,0.73,30103404.29309332,2118940396.6105971,2118940396.6105971,0.0,0.0
3_EJ_NightBlitz_21,EJ,Long,2023-01-16 21:56:00,2023-01-17 05:27:00,13.3,TimeExit,21,56,75,70,0.01,1.0,0.01,60896.50000000002,60896.50000000002,0.0,56.8,104.9,104.9,35.829,2023-01-16,CrossJPY_16,23.232,Rejected,1.5422262396694215,2023-01-16 06:00:00,Rejected_H1_ATR_P70,2061877006.376255,41237540.1275251,0.17733333333333334,7312790.449281118,2126253187.0598783,2126253187.0598783,0.0,0.0
4_GJ_Port_Log1,GJ,Long,2023-01-17 00:00:00,2023-01-17 08:55:00,-12.7,TimeExit,0,0,130,90,0.01,2.0,0.02,60883.800000000025,60896.50000000002,12.69999999999709,127.9,127.9,,37.836,2023-01-17,CrossJPY_16,31.189,Rejected,1.2131200102600275,2023-01-16 06:00:00,Rejected_H1_ATR_P70,2061877006.376255,41237540.1275251,-0.09769230769230769,-4028590.458612067,2122224596.6012664,2126253187.0598783,4028590.458611965,0.18946899095222916
4_GJ_Port_Log1,GJ,Long,2023-01-18 00:00:00,2023-01-18 08:55:00,-12.6,TimeExit,0,0,130,90,0.01,2.0,0.02,60769.40000000003,60896.50000000002,127.09999999999128,148.1,148.1,,37.493,2023-01-18,CrossJPY_16,31.189,Rejected,1.202122543204335,2023-01-16 06:00:00,Rejected_H1_ATR_P70,2061877006.376255,41237540.1275251,-0.09692307692307692,-3996869.273898586,2118227727.3273678,2126253187.0598783,8025459.732510567,0.3774461000859423
1_EJ_Log1,EJ,Long,2023-01-18 13:55:00,2023-01-18 15:16:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,60699.40000000003,60896.50000000002,197.09999999999127,80.5,363.1,363.1,52.886,2023-01-18,CrossJPY_16,23.232,Rejected,2.2764290633608817,2023-01-16 06:00:00,Rejected_H1_ATR_P70,2061877006.376255,41237540.1275251,-1.0,-41237540.1275251,2076990187.1998427,2126253187.0598783,49262999.86003566,2.3168924641639275
17_EA_1B_Wed_Short,EA,Short,2023-01-18 09:59:00,2023-01-18 20:58:00,34.7,TimeExit,9,59,70,175,0.0001,1.5,0.00015,60734.10000000003,60896.50000000002,162.39999999999418,116.2,204.3,168.3,35.064,2023-01-18,EA_Rev4,27.414,Rejected,1.279054497701904,2023-01-16 06:00:00,Rejected_H1_ATR_P70,2061877006.376255,41237540.1275251,0.4957142857142858,20442037.7489303,2097432224.948773,2126253187.0598783,28820962.111105442,1.3554811951138441
