Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio
7_GJ_Mon_Blitz,GJ,Long,2018-05-14 18:02:00,2018-05-14 23:02:00,2.5,TimeExit,18,2,130,250,0.01,2.0,0.02,29875.4,30380.10000000002,504.7000000000189,33.8,99.7,99.7,16.407,2018-05-14,CrossJPY_16,31.189,Accepted,0.5260508512616627
2_EJ_NightBlitz_20,EJ,Long,2018-05-14 20:56:00,2018-05-15 04:45:00,-35.4,TimeExit,20,56,45,70,0.01,1.0,0.01,29840.0,30380.10000000002,540.1000000000204,16.9,95.8,95.8,14.671,2018-05-14,CrossJPY_16,23.232,Accepted,0.6314996556473829
21_GA_B_3,GA,Long,2018-05-14 21:02:00,2018-05-15 10:00:00,18.3,TimeExit,21,2,220,100,0.0001,2.0,0.0002,29775.7,30380.10000000002,604.4000000000196,44.0,102.0,102.0,23.25,2018-05-14,GA,33.129,Accepted,0.7018020465453229
3_EJ_NightBlitz_21,EJ,Long,2018-05-14 21:56:00,2018-05-15 05:27:00,-41.4,TimeExit,21,56,75,70,0.01,1.0,0.01,29767.4,30380.10000000002,612.7000000000189,16.9,95.8,95.8,14.05,2018-05-14,CrossJPY_16,23.232,Accepted,0.6047692837465565
4_GJ_Port_Log1,GJ,Long,2018-05-15 00:00:00,2018-05-15 08:55:00,-10.0,TimeExit,0,0,130,90,0.01,2.0,0.02,29757.4,30380.10000000002,622.7000000000189,115.3,115.3,,18.743,2018-05-15,CrossJPY_16,31.189,Accepted,0.6009490525505787
5_GJ_Port_Log2,GJ,Short,2018-05-15 09:55:00,2018-05-15 23:55:00,-0.7,TimeExit,9,55,90,999,0.01,2.0,0.02,29657.3,30380.10000000002,722.8000000000247,115.3,89.8,48.8,17.229,2018-05-15,CrossJPY_16,31.189,Accepted,0.5524062970919235
18_EA_2_MonWed_Short,EA,Short,2018-05-15 09:59:00,2018-05-16 05:26:00,-3.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,29653.5,30380.10000000002,726.600000000024,69.1,67.5,30.2,17.4,2018-05-15,EA_Rev4,27.414,Accepted,0.6347121908513897
25_AU_China_Demand,AU,Long,2018-05-15 10:00:00,2018-05-15 15:50:00,-22.5,TimeExit,10,0,40,40,0.0001,1.5,0.00015,29753.2,30380.10000000002,626.9000000000196,26.8,44.3,34.8,9.536,2018-05-15,China_Demand,15.267,Accepted,0.6246151830746054
27_EA_China_Demand,EA,Short,2018-05-15 10:00:00,2018-05-15 15:50:00,-29.2,TimeExit,10,0,60,60,0.0001,1.5,0.00015,29724.0,30380.10000000002,656.1000000000204,69.1,67.5,30.2,16.964,2018-05-15,China_Demand,27.414,Accepted,0.618807908367987
26_AJ_China_Demand,AJ,Long,2018-05-15 10:00:00,2018-05-15 15:50:00,-8.9,TimeExit,10,0,45,80,0.01,1.5,0.015,29715.1,30380.10000000002,665.0000000000218,43.0,30.6,30.1,9.25,2018-05-15,China_Demand,19.679,Accepted,0.47004420956349413
28_GA_China_Demand,GA,Short,2018-05-15 10:00:00,2018-05-15 16:10:00,-24.7,TimeExit,10,0,75,70,0.0001,2.0,0.0002,29658.0,30380.10000000002,722.100000000024,102.0,89.8,46.4,21.207,2018-05-15,China_Demand,33.129,Accepted,0.6401340215521145
20_EA_1A_MonTue_Short,EA,Short,2018-05-15 10:01:00,2018-05-15 16:00:00,-32.4,TimeExit,10,1,50,125,0.0001,1.5,0.00015,29682.7,30380.10000000002,697.4000000000233,69.1,67.5,30.2,16.964,2018-05-15,EA_Rev4,27.414,Accepted,0.618807908367987
4_GJ_Port_Log1,GJ,Long,2018-05-16 00:00:00,2018-05-16 08:55:00,4.8,TimeExit,0,0,130,90,0.01,2.0,0.02,29658.3,30380.10000000002,721.8000000000247,67.3,67.3,,22.886,2018-05-16,CrossJPY_16,31.189,Accepted,0.7337843470454326
17_EA_1B_Wed_Short,EA,Short,2018-05-16 09:59:00,2018-05-16 20:58:00,78.6,TimeExit,9,59,70,175,0.0001,1.5,0.00015,29666.9,30380.10000000002,713.2000000000262,52.5,65.5,57.7,17.357,2018-05-16,EA_Rev4,27.414,Accepted,0.6331436492303202
18_EA_2_MonWed_Short,EA,Short,2018-05-16 09:59:00,2018-05-17 05:26:00,115.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,29886.0,30380.10000000002,494.100000000024,52.5,65.5,57.7,17.357,2018-05-16,EA_Rev4,27.414,Accepted,0.6331436492303202
1_EJ_Log1,EJ,Long,2018-05-16 13:55:00,2018-05-16 19:34:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,29588.3,30380.10000000002,791.8000000000247,81.7,82.9,67.4,17.593,2018-05-16,CrossJPY_16,23.232,Accepted,0.7572744490358126
2_EJ_NightBlitz_20,EJ,Long,2018-05-16 20:56:00,2018-05-17 04:45:00,33.9,TimeExit,20,56,45,70,0.01,1.0,0.01,29770.8,30380.10000000002,609.3000000000247,81.7,132.1,132.1,19.821,2018-05-16,CrossJPY_16,23.232,Accepted,0.8531766528925621
19_EA_3_WedThu_Long,EA,Long,2018-05-16 20:56:00,2018-05-17 10:00:00,-42.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,29843.099999999995,30380.10000000002,537.0000000000255,52.5,160.6,152.8,22.557,2018-05-16,EA_Rev4,27.414,Accepted,0.8228277522433792
3_EJ_NightBlitz_21,EJ,Long,2018-05-16 21:56:00,2018-05-16 23:03:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,29736.9,30380.10000000002,643.2000000000262,81.7,142.4,142.4,20.707,2018-05-16,CrossJPY_16,23.232,Accepted,0.8913137052341599
5_GJ_Port_Log2,GJ,Short,2018-05-17 09:55:00,2018-05-17 23:55:00,-21.9,TimeExit,9,55,90,999,0.01,2.0,0.02,29821.2,30380.10000000002,558.9000000000269,101.6,139.4,116.6,29.714,2018-05-17,CrossJPY_16,31.189,Accepted,0.9527076854019044
22_GA_C_2,GA,Long,2018-05-17 16:56:00,2018-05-18 01:15:00,43.0,TimeExit,16,56,70,80,0.0001,2.0,0.0002,29874.0,30380.10000000002,506.1000000000277,168.3,120.5,120.5,26.414,2018-05-17,GA,33.129,Accepted,0.7973074949440069
9_AJ_Core2,AJ,Short,2018-05-17 17:14:00,2018-05-18 01:14:00,9.8,TimeExit,17,14,30,80,0.01,1.5,0.015,29831.0,30380.10000000002,549.1000000000276,75.0,100.4,68.6,10.893,2018-05-17,CrossJPY_16,19.679,Accepted,0.5535342243000153
19_EA_3_WedThu_Long,EA,Long,2018-05-17 20:56:00,2018-05-18 10:00:00,45.2,TimeExit,20,56,90,999,0.0001,1.5,0.00015,29919.2,30380.10000000002,460.9000000000269,184.2,96.3,70.2,21.243,2018-05-17,EA_Rev4,27.414,Accepted,0.7748960385204638
10_AJ_SatA,AJ,Short,2018-05-18 10:58:00,2018-05-18 13:51:00,-0.5,TimeExit,10,58,50,25,0.01,1.5,0.015,29918.7,30380.10000000002,461.4000000000269,71.6,36.1,34.9,13.129,2018-05-18,CrossJPY_16,19.679,Accepted,0.6671578840388231
11_AJ_SatB,AJ,Short,2018-05-18 18:57:00,2018-05-19 01:43:00,13.9,TimeExit,18,57,55,95,0.01,1.5,0.015,29944.3,30380.10000000002,435.8000000000248,71.6,40.5,39.4,9.321,2018-05-18,CrossJPY_16,19.679,Accepted,0.4736521164693328
23_GA_F_2,GA,Short,2018-05-18 19:42:00,2018-05-18 22:45:00,11.7,TimeExit,19,42,90,200,0.0001,2.0,0.0002,29930.4,30380.10000000002,449.7000000000262,125.0,95.9,58.6,17.971,2018-05-18,GA,33.129,Accepted,0.5424552506867095
24_GA_D_1,GA,Long,2018-05-18 22:44:00,2018-05-19 03:08:00,-16.0,TimeExit,22,44,90,200,0.0001,2.0,0.0002,29928.3,30380.10000000002,451.8000000000248,125.0,71.4,71.4,20.893,2018-05-18,GA,33.129,Accepted,0.6306559207944702
8_AJ_Core1,AJ,Long,2018-05-21 08:01:00,2018-05-21 22:46:00,50.2,TimeExit,8,1,70,110,0.01,1.5,0.015,29982.7,30380.10000000002,397.4000000000233,13.1,19.7,19.7,12.5,2018-05-21,CrossJPY_16,19.679,Accepted,0.6351948777885056
18_EA_2_MonWed_Short,EA,Short,2018-05-21 09:59:00,2018-05-22 05:26:00,87.3,TimeExit,9,59,90,180,0.0001,1.5,0.00015,30071.2,30380.10000000002,308.9000000000233,37.5,36.8,36.8,20.35,2018-05-21,EA_Rev4,27.414,Accepted,0.7423214415991829
20_EA_1A_MonTue_Short,EA,Short,2018-05-21 10:01:00,2018-05-21 16:00:00,4.2,TimeExit,10,1,50,125,0.0001,1.5,0.00015,29932.5,30380.10000000002,447.600000000024,37.5,36.8,36.8,20.729,2018-05-21,EA_Rev4,27.414,Accepted,0.7561464944918654
1_EJ_Log1,EJ,Long,2018-05-21 13:55:00,2018-05-22 04:55:00,14.2,TimeExit,13,55,70,250,0.01,1.0,0.01,29983.9,30380.10000000002,396.20000000002256,20.9,36.0,36.0,12.793,2018-05-21,CrossJPY_16,23.232,Accepted,0.5506628787878788
6_GJ_Old_Mon,GJ,Long,2018-05-21 15:45:00,2018-05-21 22:50:00,-19.0,TimeExit,15,45,50,210,0.01,2.0,0.02,29963.7,30380.10000000002,416.4000000000233,23.0,55.1,55.1,16.514,2018-05-21,CrossJPY_16,31.189,Accepted,0.5294815479816601
7_GJ_Mon_Blitz,GJ,Long,2018-05-21 18:02:00,2018-05-21 23:02:00,7.7,TimeExit,18,2,130,250,0.01,2.0,0.02,29971.4,30380.10000000002,408.70000000002256,23.0,55.7,55.7,19.443,2018-05-21,CrossJPY_16,31.189,Accepted,0.623392862868319
2_EJ_NightBlitz_20,EJ,Long,2018-05-21 20:56:00,2018-05-22 04:45:00,-1.7,TimeExit,20,56,45,70,0.01,1.0,0.01,29969.7,30380.10000000002,410.4000000000233,20.9,51.5,51.5,15.936,2018-05-21,CrossJPY_16,23.232,Accepted,0.6859504132231405
21_GA_B_3,GA,Long,2018-05-21 21:02:00,2018-05-22 10:00:00,-127.7,TimeExit,21,2,220,100,0.0001,2.0,0.0002,29930.4,30380.10000000002,449.70000000002256,31.8,139.0,139.0,28.093,2018-05-21,GA,33.129,Accepted,0.8479881674665701
3_EJ_NightBlitz_21,EJ,Long,2018-05-21 21:56:00,2018-05-22 05:27:00,-8.8,TimeExit,21,56,75,70,0.01,1.0,0.01,30062.4,30380.10000000002,317.70000000002256,20.9,63.2,63.2,15.121,2018-05-21,CrossJPY_16,23.232,Accepted,0.6508694903581268
4_GJ_Port_Log1,GJ,Long,2018-05-22 00:00:00,2018-05-22 08:55:00,-4.3,TimeExit,0,0,130,90,0.01,2.0,0.02,30058.1,30380.10000000002,322.0000000000218,64.9,64.9,,23.329,2018-05-22,CrossJPY_16,31.189,Accepted,0.7479880727179454
5_GJ_Port_Log2,GJ,Short,2018-05-22 09:55:00,2018-05-22 23:55:00,10.2,TimeExit,9,55,90,999,0.01,2.0,0.02,29979.5,30380.10000000002,400.6000000000204,64.9,84.3,45.1,19.529,2018-05-22,CrossJPY_16,31.189,Accepted,0.6261502452787842
18_EA_2_MonWed_Short,EA,Short,2018-05-22 09:59:00,2018-05-23 05:26:00,-9.4,TimeExit,9,59,90,180,0.0001,1.5,0.00015,29970.1,30380.10000000002,410.0000000000218,130.4,106.4,28.4,16.614,2018-05-22,EA_Rev4,27.414,Accepted,0.6060407091267236
20_EA_1A_MonTue_Short,EA,Short,2018-05-22 10:01:00,2018-05-22 16:00:00,38.9,TimeExit,10,1,50,125,0.0001,1.5,0.00015,29969.3,30380.10000000002,410.8000000000211,130.4,100.1,28.4,16.536,2018-05-22,EA_Rev4,27.414,Accepted,0.6031954475815277
4_GJ_Port_Log1,GJ,Long,2018-05-23 00:00:00,2018-05-23 08:55:00,-20.7,TimeExit,0,0,130,90,0.01,2.0,0.02,29949.4,30380.10000000002,430.70000000002256,95.9,95.9,,24.929,2018-05-23,CrossJPY_16,31.189,Accepted,0.7992882105870659
17_EA_1B_Wed_Short,EA,Short,2018-05-23 09:59:00,2018-05-23 15:59:00,-70.0,SL,9,59,70,175,0.0001,1.5,0.00015,29879.4,30380.10000000002,500.70000000002256,79.6,79.6,51.2,17.864,2018-05-23,EA_Rev4,27.414,Accepted,0.6516378492740935
18_EA_2_MonWed_Short,EA,Short,2018-05-23 09:59:00,2018-05-24 05:26:00,73.6,TimeExit,9,59,90,180,0.0001,1.5,0.00015,29953.0,30380.10000000002,427.100000000024,79.6,79.6,51.2,17.864,2018-05-23,EA_Rev4,27.414,Accepted,0.6516378492740935
1_EJ_Log1,EJ,Long,2018-05-23 13:55:00,2018-05-23 16:30:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,29809.4,30380.10000000002,570.7000000000226,74.7,164.3,117.3,19.843,2018-05-23,CrossJPY_16,23.232,Accepted,0.8541236225895317
19_EA_3_WedThu_Long,EA,Long,2018-05-23 20:56:00,2018-05-24 10:00:00,-58.2,TimeExit,20,56,90,999,0.0001,1.5,0.00015,29901.8,30380.10000000002,478.3000000000248,79.6,112.5,105.6,23.493,2018-05-23,EA_Rev4,27.414,Accepted,0.8569708907857299
22_GA_C_2,GA,Long,2018-05-24 16:56:00,2018-05-25 01:15:00,6.0,TimeExit,16,56,70,80,0.0001,2.0,0.0002,30041.8,30380.10000000002,338.30000000002474,140.5,164.5,75.8,27.107,2018-05-24,GA,33.129,Accepted,0.8182257236861964
19_EA_3_WedThu_Long,EA,Long,2018-05-24 20:56:00,2018-05-25 10:00:00,-28.8,TimeExit,20,56,90,999,0.0001,1.5,0.00015,30013.0,30380.10000000002,367.100000000024,122.5,91.9,64.9,21.186,2018-05-24,EA_Rev4,27.414,Accepted,0.7728168089297439
12_UJ_Short_Core,UJ,Short,2018-05-25 09:55:00,2018-05-25 10:34:00,-20.0,SL,9,55,20,50,0.01,0.5,0.005,29993.0,30380.10000000002,387.100000000024,133.7,81.2,59.4,17.321,2018-05-25,CrossJPY_16,19.629,Accepted,0.8824188700392277
25_AU_China_Demand,AU,Long,2018-05-25 10:00:00,2018-05-25 15:50:00,-9.3,TimeExit,10,0,40,40,0.0001,1.5,0.00015,29996.1,30380.10000000002,384.0000000000218,43.1,40.4,22.5,9.379,2018-05-25,China_Demand,15.267,Accepted,0.6143315648129953
10_AJ_SatA,AJ,Short,2018-05-25 10:58:00,2018-05-25 13:51:00,12.4,TimeExit,10,58,50,25,0.01,1.5,0.015,30005.4,30380.10000000002,374.70000000002256,90.1,71.3,71.3,18.986,2018-05-25,CrossJPY_16,19.679,Accepted,0.9647847959754053
11_AJ_SatB,AJ,Short,2018-05-25 18:57:00,2018-05-26 01:43:00,40.1,TimeExit,18,57,55,95,0.01,1.5,0.015,30115.6,30380.10000000002,264.5000000000218,90.1,78.3,78.3,15.764,2018-05-25,CrossJPY_16,19.679,Accepted,0.8010569642766401
23_GA_F_2,GA,Short,2018-05-25 19:42:00,2018-05-25 22:45:00,-18.0,TimeExit,19,42,90,200,0.0001,2.0,0.0002,29978.1,30380.10000000002,402.0000000000218,117.8,164.5,107.1,22.336,2018-05-25,GA,33.129,Accepted,0.6742129252316701
24_GA_D_1,GA,Long,2018-05-25 22:44:00,2018-05-26 03:08:00,7.6,TimeExit,22,44,90,200,0.0001,2.0,0.0002,30123.2,30380.10000000002,256.9000000000233,117.8,141.0,107.1,27.064,2018-05-25,GA,33.129,Accepted,0.8169277672130159
12_UJ_Short_Core,UJ,Short,2018-05-28 08:04:00,2018-05-28 14:56:00,5.6,TimeExit,8,4,50,999,0.01,0.5,0.005,30128.8,30380.10000000002,251.3000000000248,33.0,26.2,26.2,17.607,2018-05-28,CrossJPY_16,19.629,Accepted,0.8969891487085434
18_EA_2_MonWed_Short,EA,Short,2018-05-28 09:59:00,2018-05-29 05:26:00,68.7,TimeExit,9,59,90,180,0.0001,1.5,0.00015,30042.0,30380.10000000002,338.10000000002765,41.8,39.5,39.5,23.243,2018-05-28,EA_Rev4,27.414,Accepted,0.8478514627562558
25_AU_China_Demand,AU,Long,2018-05-28 10:00:00,2018-05-28 15:50:00,15.6,TimeExit,10,0,40,40,0.0001,1.5,0.00015,30144.4,30380.10000000002,235.7000000000262,21.5,10.8,10.8,10.7,2018-05-28,China_Demand,15.267,Accepted,0.7008580598676885
20_EA_1A_MonTue_Short,EA,Short,2018-05-28 10:01:00,2018-05-28 16:00:00,23.1,TimeExit,10,1,50,125,0.0001,1.5,0.00015,30167.5,30380.10000000002,212.60000000002765,41.8,42.0,42.0,22.957,2018-05-28,EA_Rev4,27.414,Accepted,0.8374188370905377
6_GJ_Old_Mon,GJ,Long,2018-05-28 15:45:00,2018-05-28 20:52:00,-50.0,SL,15,45,50,210,0.01,2.0,0.02,30047.5,30380.10000000002,332.60000000002765,45.7,60.4,60.4,25.564,2018-05-28,CrossJPY_16,31.189,Accepted,0.8196479528038731
7_GJ_Mon_Blitz,GJ,Long,2018-05-28 18:02:00,2018-05-28 23:02:00,-36.1,TimeExit,18,2,130,250,0.01,2.0,0.02,29982.0,30380.10000000002,398.1000000000277,45.7,60.4,60.4,27.371,2018-05-28,CrossJPY_16,31.189,Accepted,0.8775850460098111
21_GA_B_3,GA,Long,2018-05-28 21:02:00,2018-05-29 10:00:00,21.1,TimeExit,21,2,220,100,0.0001,2.0,0.0002,30084.5,30380.10000000002,295.60000000002765,47.9,45.2,45.2,19.407,2018-05-28,GA,33.129,Accepted,0.5858009598840895
12_UJ_Short_Core,UJ,Short,2018-05-29 08:04:00,2018-05-29 14:56:00,35.4,TimeExit,8,4,50,999,0.01,0.5,0.005,30119.9,30380.10000000002,260.2000000000262,60.1,54.7,26.6,9.779,2018-05-29,CrossJPY_16,19.629,Accepted,0.4981914514239136
5_GJ_Port_Log2,GJ,Short,2018-05-29 09:55:00,2018-05-29 23:55:00,79.2,TimeExit,9,55,90,999,0.01,2.0,0.02,30182.7,30380.10000000002,197.4000000000269,86.1,93.1,46.5,18.507,2018-05-29,CrossJPY_16,31.189,Accepted,0.5933822822148835
25_AU_China_Demand,AU,Long,2018-05-29 10:00:00,2018-05-29 15:50:00,-16.4,TimeExit,10,0,40,40,0.0001,1.5,0.00015,30103.5,30380.10000000002,276.60000000002765,38.0,41.6,13.3,6.121,2018-05-29,China_Demand,15.267,Accepted,0.40093011069627305
25_AU_China_Demand,AU,Long,2018-05-30 10:00:00,2018-05-30 15:50:00,10.9,TimeExit,10,0,40,40,0.0001,1.5,0.00015,30193.599999999995,30380.10000000002,186.50000000002547,43.2,73.4,42.2,12.379,2018-05-30,China_Demand,15.267,Accepted,0.8108338245889828
5_GJ_Port_Log2,GJ,Short,2018-05-31 09:55:00,2018-05-31 23:55:00,9.7,TimeExit,9,55,90,999,0.01,2.0,0.02,30378.59999999999,30399.0,20.40000000000145,175.7,142.7,93.1,29.079,2018-05-31,CrossJPY_16,31.189,Accepted,0.9323479431850973
25_AU_China_Demand,AU,Long,2018-05-31 10:00:00,2018-05-31 15:50:00,-1.9,TimeExit,10,0,40,40,0.0001,1.5,0.00015,30397.09999999999,30399.0,1.9000000000014552,81.1,100.9,33.7,12.679,2018-05-31,China_Demand,15.267,Accepted,0.8304840505665816
22_GA_C_2,GA,Long,2018-05-31 16:56:00,2018-06-01 01:15:00,-16.1,TimeExit,16,56,70,80,0.0001,2.0,0.0002,30362.5,30399.0,36.5,155.7,149.1,89.0,21.9,2018-05-31,GA,33.129,Accepted,0.661052250294304
13_UJ_Fix_MidWeek,UJ,Long,2018-05-31 18:04:00,2018-05-31 22:03:00,-28.2,TimeExit,18,4,95,95,0.01,0.5,0.005,30368.89999999999,30399.0,30.100000000002183,86.6,53.7,53.7,15.386,2018-05-31,CrossJPY_16,19.629,Accepted,0.7838402363849406
8_AJ_Core1,AJ,Long,2018-06-04 08:01:00,2018-06-04 22:46:00,100.1,TimeExit,8,1,70,110,0.01,1.5,0.015,30546.59999999999,30546.59999999999,0.0,21.2,13.8,13.8,14.914,2018-06-04,CrossJPY_16,19.679,Accepted,0.7578637125870218
18_EA_2_MonWed_Short,EA,Short,2018-06-04 09:59:00,2018-06-05 05:26:00,108.9,TimeExit,9,59,90,180,0.0001,1.5,0.00015,30657.2,30657.2,0.0,50.8,26.6,26.6,24.564,2018-06-04,EA_Rev4,27.414,Accepted,0.8960385204639965
20_EA_1A_MonTue_Short,EA,Short,2018-06-04 10:01:00,2018-06-04 16:00:00,84.0,TimeExit,10,1,50,125,0.0001,1.5,0.00015,30446.5,30446.5,0.0,50.8,28.7,28.7,24.621,2018-06-04,EA_Rev4,27.414,Accepted,0.8981177500547165
1_EJ_Log1,EJ,Long,2018-06-04 13:55:00,2018-06-05 04:55:00,29.2,TimeExit,13,55,70,250,0.01,1.0,0.01,30548.299999999992,30548.299999999992,0.0,31.7,68.3,68.3,21.021,2018-06-04,CrossJPY_16,23.232,Accepted,0.9048295454545455
6_GJ_Old_Mon,GJ,Long,2018-06-04 15:45:00,2018-06-04 22:50:00,-15.0,TimeExit,15,45,50,210,0.01,2.0,0.02,30531.59999999999,30546.59999999999,15.0,32.5,82.9,82.9,18.157,2018-06-04,CrossJPY_16,31.189,Accepted,0.5821603770560133
7_GJ_Mon_Blitz,GJ,Long,2018-06-04 18:02:00,2018-06-04 23:02:00,-10.6,TimeExit,18,2,130,250,0.01,2.0,0.02,30521.0,30546.59999999999,25.599999999998545,32.5,82.9,82.9,21.914,2018-06-04,CrossJPY_16,31.189,Accepted,0.702619513289942
21_GA_B_3,GA,Long,2018-06-04 21:02:00,2018-06-05 10:00:00,-51.8,TimeExit,21,2,220,100,0.0001,2.0,0.0002,30636.2,30688.0,51.79999999999927,51.2,188.7,188.7,29.629,2018-06-04,GA,33.129,Accepted,0.8943523800899515
4_GJ_Port_Log1,GJ,Long,2018-06-05 00:00:00,2018-06-05 08:55:00,24.1,TimeExit,0,0,130,90,0.01,2.0,0.02,30688.0,30688.0,0.0,99.3,99.3,,25.907,2018-06-05,CrossJPY_16,31.189,Accepted,0.8306454198595659
5_GJ_Port_Log2,GJ,Short,2018-06-05 09:55:00,2018-06-05 23:55:00,-15.5,TimeExit,9,55,90,999,0.01,2.0,0.02,30620.7,30688.0,67.29999999999927,99.3,106.2,63.9,22.85,2018-06-05,CrossJPY_16,31.189,Accepted,0.7326300939433775
4_GJ_Port_Log1,GJ,Long,2018-06-06 00:00:00,2018-06-06 08:55:00,83.6,TimeExit,0,0,130,90,0.01,2.0,0.02,30704.299999999992,30704.299999999992,0.0,113.7,113.7,,26.307,2018-06-06,CrossJPY_16,31.189,Accepted,0.843470454326846
17_EA_1B_Wed_Short,EA,Short,2018-06-06 09:59:00,2018-06-06 20:58:00,-13.2,TimeExit,9,59,70,175,0.0001,1.5,0.00015,30691.09999999999,30704.299999999992,13.200000000000728,80.8,103.1,52.9,20.286,2018-06-06,EA_Rev4,27.414,Accepted,0.7399868680236376
18_EA_2_MonWed_Short,EA,Short,2018-06-06 09:59:00,2018-06-07 05:26:00,-2.9,TimeExit,9,59,90,180,0.0001,1.5,0.00015,30782.799999999992,30785.7,2.900000000001455,80.8,103.1,52.9,20.286,2018-06-06,EA_Rev4,27.414,Accepted,0.7399868680236376
1_EJ_Log1,EJ,Long,2018-06-06 13:55:00,2018-06-07 04:55:00,91.7,TimeExit,13,55,70,250,0.01,1.0,0.01,30785.7,30785.7,0.0,90.6,116.8,104.0,19.514,2018-06-06,CrossJPY_16,23.232,Accepted,0.8399621212121212
5_GJ_Port_Log2,GJ,Short,2018-06-07 09:55:00,2018-06-07 23:55:00,48.4,TimeExit,9,55,90,999,0.01,2.0,0.02,30782.7,30804.299999999992,21.599999999998545,164.7,79.2,50.4,18.6,2018-06-07,CrossJPY_16,31.189,Accepted,0.5963641027285261
22_GA_C_2,GA,Long,2018-06-07 16:56:00,2018-06-07 20:39:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,30734.299999999992,30804.299999999992,70.0,118.7,120.8,120.8,20.079,2018-06-07,GA,33.129,Accepted,0.6060853029068188
19_EA_3_WedThu_Long,EA,Long,2018-06-07 20:56:00,2018-06-08 10:00:00,31.4,TimeExit,20,56,90,999,0.0001,1.5,0.00015,30814.099999999995,30814.099999999995,0.0,111.3,143.1,143.1,19.986,2018-06-07,EA_Rev4,27.414,Accepted,0.7290435543882687
10_AJ_SatA,AJ,Short,2018-06-08 10:58:00,2018-06-08 13:51:00,11.3,TimeExit,10,58,50,25,0.01,1.5,0.015,30825.4,30825.4,0.0,67.6,87.0,67.7,17.279,2018-06-08,CrossJPY_16,19.679,Accepted,0.878042583464607
11_AJ_SatB,AJ,Short,2018-06-08 18:57:00,2018-06-09 01:43:00,-45.3,TimeExit,18,57,55,95,0.01,1.5,0.015,30950.9,30996.2,45.29999999999927,67.6,159.5,140.2,17.45,2018-06-08,CrossJPY_16,19.679,Accepted,0.8867320493927537
23_GA_F_2,GA,Short,2018-06-08 19:42:00,2018-06-08 22:45:00,77.1,TimeExit,19,42,90,200,0.0001,2.0,0.0002,30902.5,30902.5,0.0,135.1,254.0,184.3,26.171,2018-06-08,GA,33.129,Accepted,0.7899725316188234
8_AJ_Core1,AJ,Long,2018-06-11 08:01:00,2018-06-11 22:46:00,55.5,TimeExit,8,1,70,110,0.01,1.5,0.015,30983.599999999995,30996.2,12.599999999998545,21.9,22.2,22.2,16.107,2018-06-11,CrossJPY_16,19.679,Accepted,0.8184867117231567
18_EA_2_MonWed_Short,EA,Short,2018-06-11 09:59:00,2018-06-12 05:26:00,18.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,31043.59999999999,31043.59999999999,0.0,20.0,32.0,32.0,19.371,2018-06-11,EA_Rev4,27.414,Accepted,0.7066097614357627
27_EA_China_Demand,EA,Short,2018-06-11 10:00:00,2018-06-11 15:50:00,-8.3,TimeExit,10,0,60,60,0.0001,1.5,0.00015,30955.9,30996.2,40.29999999999927,20.0,32.0,32.0,18.143,2018-06-11,China_Demand,27.414,Accepted,0.6618151309549865
26_AJ_China_Demand,AJ,Long,2018-06-11 10:00:00,2018-06-11 15:50:00,38.1,TimeExit,10,0,45,80,0.01,1.5,0.015,30994.0,30996.2,2.200000000000728,21.9,33.5,33.5,16.036,2018-06-11,China_Demand,19.679,Accepted,0.8148788048173181
25_AU_China_Demand,AU,Long,2018-06-11 10:00:00,2018-06-11 15:50:00,-1.5,TimeExit,10,0,40,40,0.0001,1.5,0.00015,30992.5,30996.2,3.700000000000728,9.8,19.3,19.3,9.714,2018-06-11,China_Demand,15.267,Accepted,0.6362743171546473
28_GA_China_Demand,GA,Short,2018-06-11 10:00:00,2018-06-11 16:10:00,-2.3,TimeExit,10,0,75,70,0.0001,2.0,0.0002,30978.099999999995,30996.2,18.099999999998545,29.7,30.9,30.9,25.336,2018-06-11,China_Demand,33.129,Accepted,0.7647680280117118
20_EA_1A_MonTue_Short,EA,Short,2018-06-11 10:01:00,2018-06-11 16:00:00,-12.1,TimeExit,10,1,50,125,0.0001,1.5,0.00015,30980.4,30996.2,15.799999999999272,20.0,32.0,32.0,18.143,2018-06-11,EA_Rev4,27.414,Accepted,0.6618151309549865
1_EJ_Log1,EJ,Long,2018-06-11 13:55:00,2018-06-12 04:55:00,12.5,TimeExit,13,55,70,250,0.01,1.0,0.01,31025.5,31025.5,0.0,32.8,89.0,89.0,19.85,2018-06-11,CrossJPY_16,23.232,Accepted,0.8544249311294767
