Period,Method,Scope,ScopeType,StrategyNo,Strategy,Group,Aggregation,Eligible,EligibleStrategies,EligibleIDs,PrespecifiedSubgroup,Support,Quintile,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,LOW_SAMPLE
FULL,primary,9,Strategy,9.0,9_AJ_Core2,,trade_weighted,True,1,9,False,NOT_SUPPORTED,Q4,54.0,10.796666667999999,0.1999382716296296,1.44248633881619,42.592592592592595,1.5302898552173914,-0.7870967742580643,False
FULL,primary,9,Strategy,9.0,9_AJ_Core2,,trade_weighted,True,1,9,False,NOT_SUPPORTED,Q5,71.0,14.030000003000001,0.19760563384507043,1.424294354925158,49.29577464788733,1.3456190477142858,-0.918518518527778,False
FULL,primary,10,Strategy,10.0,10_AJ_SatA,,trade_weighted,True,1,10,False,NOT_SUPPORTED,Q1,87.0,-1.808,-0.020781609195402298,0.8175580221997982,37.93103448275862,0.24551515151515152,-0.1869811320754717,False
FULL,primary,10,Strategy,10.0,10_AJ_SatA,,trade_weighted,True,1,10,False,NOT_SUPPORTED,Q2,68.0,2.3800000000000003,0.035,1.4094975911906398,54.41176470588235,0.2214054054054054,-0.18748387096774197,False
FULL,primary,10,Strategy,10.0,10_AJ_SatA,,trade_weighted,True,1,10,False,NOT_SUPPORTED,Q3,85.0,1.3839999999999995,0.016282352941176463,1.1382341190571315,47.05882352941176,0.28490000000000004,-0.22754545454545455,False
FULL,primary,10,Strategy,10.0,10_AJ_SatA,,trade_weighted,True,1,10,False,NOT_SUPPORTED,Q4,58.0,-0.3000000000000003,-0.005172413793103453,0.9597423510466988,48.275862068965516,0.25542857142857145,-0.24840000000000004,False
FULL,primary,10,Strategy,10.0,10_AJ_SatA,,trade_weighted,True,1,10,False,NOT_SUPPORTED,Q5,76.0,-0.9999999999999998,-0.013157894736842103,0.9110953058321479,47.368421052631575,0.2846666666666667,-0.2812,False
FULL,primary,11,Strategy,11.0,11_AJ_SatB,,trade_weighted,True,1,11,False,NOT_SUPPORTED,Q1,88.0,4.12363636,0.04685950409090909,1.274609516673442,48.86363636363637,0.4451162789534884,-0.3336969696666667,False
FULL,primary,11,Strategy,11.0,11_AJ_SatB,,trade_weighted,True,1,11,False,NOT_SUPPORTED,Q2,68.0,3.4290909089999997,0.050427807485294115,1.229580036487325,48.529411764705884,0.5565289256666666,-0.42675324680000004,False
FULL,primary,11,Strategy,11.0,11_AJ_SatB,,trade_weighted,True,1,11,False,NOT_SUPPORTED,Q3,85.0,3.8327272719999996,0.045090909082352935,1.2132092646192827,45.88235294117647,0.5592074592564104,-0.3907905138913044,False
FULL,primary,11,Strategy,11.0,11_AJ_SatB,,trade_weighted,True,1,11,False,NOT_SUPPORTED,Q4,58.0,1.4927272679999994,0.02573667703448275,1.1100831318259339,48.275862068965516,0.5375974025714284,-0.45200000013333336,False
FULL,primary,11,Strategy,11.0,11_AJ_SatB,,trade_weighted,True,1,11,False,NOT_SUPPORTED,Q5,76.0,6.7327272680000005,0.08858851668421053,1.3500992717214129,53.94736842105263,0.6332594234390244,-0.5494545455142857,False
FULL,primary,12,Strategy,12.0,12_UJ_Short_Core,,trade_weighted,True,1,12,True,ORDERED_POSITIVE_SUPPORTED,Q1,150.0,15.504999999999997,0.10336666666666665,1.6030023723408393,56.666666666666664,0.48491764705882356,-0.401765625,False
FULL,primary,12,Strategy,12.0,12_UJ_Short_Core,,trade_weighted,True,1,12,True,ORDERED_POSITIVE_SUPPORTED,Q2,87.0,20.858999999999998,0.23975862068965514,2.2850542138984724,57.47126436781609,0.74182,-0.46377142857142856,False
FULL,primary,12,Strategy,12.0,12_UJ_Short_Core,,trade_weighted,True,1,12,True,ORDERED_POSITIVE_SUPPORTED,Q3,81.0,8.214,0.10140740740740742,1.3565568433389765,55.55555555555556,0.6944666666666667,-0.6399166666666667,False
